pathway,padj,NES,database,analysis,genes,comparison
GOBP_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY,0.08458181407520415,5.146031504451716,c5.go.bp,ORA,"ADORA3,EDNRA,LGR4,LGR5",sample_type_normal_vs_tumor
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,1,0.6627464816339331,c5.go.bp,ORA,"FAM162A,S100A9",sample_type_normal_vs_tumor
GOBP_ACTIVATION_OF_GTPASE_ACTIVITY,1,0.2543096964409278,c5.go.bp,ORA,TBC1D16,sample_type_normal_vs_tumor
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,1,0.5390649199205583,c5.go.bp,ORA,"CD36,ITCH,,LGR4,RSAD2,S100A9,SMPDL3B,TYRO3",sample_type_normal_vs_tumor
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY,0.2492666813770972,2.218759960252733,c5.go.bp,ORA,"AGT,CARD14,CHI3L1,IL23A,MT3,SLC11A1,WNT5A",sample_type_normal_vs_tumor
GOBP_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY,0.6437918637128179,2.3021719888336625,c5.go.bp,ORA,"MT3,WNT5A",sample_type_normal_vs_tumor
GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,0.4774210525010879,2.1870633893919793,c5.go.bp,ORA,"CRIPTO,DACT1,INHBA,TGIF2",sample_type_normal_vs_tumor
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,0.6481796225818321,1.3146282668476377,c5.go.bp,ORA,"ANLN,CNN2,EPB41L4B,FRMD3,MYH10,MYOC,NEBL,PDGFRB,PROX1,RHPN1,SERPINF2",sample_type_normal_vs_tumor
GOBP_ACUTE_INFLAMMATORY_RESPONSE,0.2802188414397083,2.0110927718546936,c5.go.bp,ORA,"C2CD4A,CREB3L3,FCGR3B,IL1A,IL6,REG3A,SAA1,SERPINF2",sample_type_normal_vs_tumor
GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,1,0.9508971258225997,c5.go.bp,ORA,FCGR3B,sample_type_normal_vs_tumor
GOBP_ACUTE_PHASE_RESPONSE,0.169778603459213,3.1243762705599702,c5.go.bp,ORA,"IL1A,IL6,REG3A,SAA1,SERPINF2",sample_type_normal_vs_tumor
GOBP_ACYLGLYCEROL_HOMEOSTASIS,0.5986448486440802,2.0503719275549805,c5.go.bp,ORA,"DGAT2,MLXIPL,SLC25A27",sample_type_normal_vs_tumor
GOBP_ACYL_COA_METABOLIC_PROCESS,0.5957858941262577,1.6002902849209604,c5.go.bp,ORA,"ACAT1,ACSL6,BAAT,DGAT2,PIPOX,SUCLG2",sample_type_normal_vs_tumor
GOBP_ADAPTIVE_IMMUNE_RESPONSE,1,0.7647074788083844,c5.go.bp,ORA,"ASCL2,C2,C4B,CFI,FCGR3B,FGB,HLA-DPA1,IL23A,IL6,MAD2L2,MCOLN2,PKN1,RSAD2,SLC11A1,TREM1",sample_type_normal_vs_tumor
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,1,0.821081818543064,c5.go.bp,ORA,"ASCL2,C2,C4B,CFI,FCGR3B,IL23A,IL6,MAD2L2,PKN1,RSAD2,SLC11A1",sample_type_normal_vs_tumor
GOBP_ADAPTIVE_THERMOGENESIS,0.8394615909862183,1.1821964266983673,c5.go.bp,ORA,"ABHD6,CD36,CKB,FABP4,LGR4,MFAP2,OXTR,SCD",sample_type_normal_vs_tumor
GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY,0.9824172342376005,1.2150352163288773,c5.go.bp,ORA,DRD2,sample_type_normal_vs_tumor
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.8397655776679972,1.1960502910737387,c5.go.bp,ORA,"ADCY1,DRD2,GPER1,LGR4,LGR5,PDE3A,UCN3",sample_type_normal_vs_tumor
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.49067821930065464,1.9527351690999815,c5.go.bp,ORA,"DRD2,EDNRA,GPR37,OPRD1,SSTR2",sample_type_normal_vs_tumor
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.5730884084845703,1.3959979081225398,c5.go.bp,ORA,"ADCY1,DRD2,EDNRA,GPER1,GPR37,LGR4,LGR5,OPRD1,PDE3A,PRKACB,SSTR2,UCN3",sample_type_normal_vs_tumor
GOBP_ADHERENS_JUNCTION_ORGANIZATION,0.5986448486440802,1.822552824493316,c5.go.bp,ORA,"CDH11,CDH3,CDH6,KIFC3",sample_type_normal_vs_tumor
GOBP_ADIPOSE_TISSUE_DEVELOPMENT,0.9746562420558721,1.1510859944168312,c5.go.bp,ORA,"ACAT1,DGAT2,KLF7",sample_type_normal_vs_tumor
GOBP_ADRENAL_GLAND_DEVELOPMENT,0.709225740574458,1.9882394449017995,c5.go.bp,ORA,"STRA6,WT1",sample_type_normal_vs_tumor
GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY,1,0.911276412246658,c5.go.bp,ORA,DRD2,sample_type_normal_vs_tumor
GOBP_ADULT_BEHAVIOR,0.1375377239401836,2.1289997595851125,c5.go.bp,ORA,"DRD2,FOXA2,GRIN2D,HOMER1,HOXB8,LGI4,NPY,OPRD1,PCDH17,SLC7A11,SPTBN2",sample_type_normal_vs_tumor
GOBP_ADULT_LOCOMOTORY_BEHAVIOR,0.4102986273351457,1.95856422930625,c5.go.bp,ORA,"DRD2,FOXA2,GRIN2D,HOXB8,LGI4,OPRD1",sample_type_normal_vs_tumor
GOBP_AEROBIC_RESPIRATION,1,0.23902332124502507,c5.go.bp,ORA,"MLXIPL,SUCLG2",sample_type_normal_vs_tumor
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS,1,0.9037452022280906,c5.go.bp,ORA,"CYP3A4,GPER1,ITPKA,NPC1L1,PCK1",sample_type_normal_vs_tumor
GOBP_ALCOHOL_CATABOLIC_PROCESS,0.8834651594127861,1.458042259594653,c5.go.bp,ORA,",SULT1A1,SULT1A2",sample_type_normal_vs_tumor
GOBP_ALCOHOL_METABOLIC_PROCESS,0.7235635763671879,1.1803199244337668,c5.go.bp,ORA,"AKR1C4,CEL,CYP3A4,DGAT2,EPHX2,GPER1,ITPKA,NAAA,NPC1L1,PCK1,PCSK9,PLCB1,PRKG2,SCNN1B,,SULT1A1,SULT1A2,SULT2B1",sample_type_normal_vs_tumor
GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS,0.9746562420558721,1.366914618369987,c5.go.bp,ORA,PCK1,sample_type_normal_vs_tumor
GOBP_ALDITOL_METABOLIC_PROCESS,0.6437918637128179,2.3021719888336625,c5.go.bp,ORA,"DGAT2,PCK1",sample_type_normal_vs_tumor
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,0.21192116181549298,1.7175890492607166,c5.go.bp,ORA,"ACAT1,ALDH4A1,ASPG,BAAT,CPS1,DAO,DPEP1,GLS2,MAT1A,NOX4,P4HA3,PIPOX,PPAT,RIMKLA,SLC7A11",sample_type_normal_vs_tumor
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,1,0.7585190945868135,c5.go.bp,ORA,"ASCL2,IL23A,IL6,ITCH,,LGALS9B,RSAD2",sample_type_normal_vs_tumor
GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION,1,0.7229961617824725,c5.go.bp,ORA,"ASCL2,IL23A,IL6,RSAD2",sample_type_normal_vs_tumor
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION,0.7846224683375141,1.4911795836763495,c5.go.bp,ORA,"IL23A,ITCH,,LGALS9B",sample_type_normal_vs_tumor
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,1,0.32162696902823223,c5.go.bp,ORA,RBPMS,sample_type_normal_vs_tumor
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,0.11340473745519762,1.5777322958300348,c5.go.bp,ORA,"AGT,AMOTL2,ANGPT2,ANLN,CRIPTO,EDN3,EDNRA,EPB41L4B,FAP,FGFBP1,FUT1,GIPC1,GREM1,HDAC9,HMOX1,LOXL2,MACIR,PATZ1,PKN1,PROX1,PTN,PTP4A3,S100A2,S100A9,SNAI1,SOX9,SPARC,SRPX2,WNT5A",sample_type_normal_vs_tumor
GOBP_AMELOGENESIS,0.09578126626485117,4.860140865315509,c5.go.bp,ORA,"CSF3R,MSX2,NECTIN1,WDR72",sample_type_normal_vs_tumor
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,0.999523025428872,0.9578379807556114,c5.go.bp,ORA,"ACAT1,ACSL6,CPS1,SLC7A11,ST3GAL2,ST6GALNAC6",sample_type_normal_vs_tumor
GOBP_AMIDE_METABOLIC_PROCESS,0.7918165626310892,1.1215709689189637,c5.go.bp,ORA,"ACAT1,ACSL6,BAAT,BCHE,CEL,CPS1,DGAT2,DPEP1,ETHE1,ITGB8,NAAA,PIPOX,PLAAT2,SLC7A11,SMPDL3A,SMPDL3B,SPON1,ST3GAL2,ST6GALNAC6,SUCLG2",sample_type_normal_vs_tumor
GOBP_AMIDE_TRANSPORT,0.0025738208783953314,2.2897053535150684,c5.go.bp,ORA,"ABCC8,ABCG2,AQP11,AQP9,BRSK2,CPLX1,DRD2,EDN3,FAM3B,FGB,FOXA2,GPER1,GRP,IL6,KLF7,MMP7,PDPN,PDX1,PLCB1,SLC13A3,SLC15A1,SLC27A1,SLC38A5,SLC7A11,SOX4,SRI,STX1A,UCN3,VSNL1",sample_type_normal_vs_tumor
GOBP_AMINE_BIOSYNTHETIC_PROCESS,0.1369727171841772,3.4172865459249677,c5.go.bp,ORA,"DAO,GPR37,SMOX,SRM,SULT1A2",sample_type_normal_vs_tumor
GOBP_AMINE_CATABOLIC_PROCESS,0.9815773732350944,1.286507876112929,c5.go.bp,ORA,SMOX,sample_type_normal_vs_tumor
GOBP_AMINE_METABOLIC_PROCESS,0.016596440631038697,2.9616483398016387,c5.go.bp,ORA,"DAO,DRD2,EDNRA,GPR37,GRIN2A,NAAA,SLC22A3,SLC29A4,SLC7A11,SMOX,SRM,,SULT1A1,SULT1A2",sample_type_normal_vs_tumor
GOBP_AMINE_TRANSPORT,0.08806944823641627,2.624476067270375,c5.go.bp,ORA,"ADORA3,AQP9,DRD2,OXTR,SLC12A2,SLC7A5,STX1A,STXBP1,SYT1",sample_type_normal_vs_tumor
GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS,1,0.6075176081644387,c5.go.bp,ORA,"CEMIP,ST3GAL2",sample_type_normal_vs_tumor
GOBP_AMINOGLYCAN_CATABOLIC_PROCESS,0.19719266102876165,3.499301423027167,c5.go.bp,ORA,"CD44,CEMIP,CHI3L1,STAB2",sample_type_normal_vs_tumor
GOBP_AMINOGLYCAN_METABOLIC_PROCESS,0.8266954534704396,1.2379604090897995,c5.go.bp,ORA,"CD44,CEMIP,CHI3L1,EDNRA,ST3GAL2,STAB2",sample_type_normal_vs_tumor
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS,1,0.6339314172150665,c5.go.bp,ORA,"CPS1,GLS2",sample_type_normal_vs_tumor
GOBP_AMINO_ACID_CATABOLIC_PROCESS,0.7068032442907108,1.3959979081225398,c5.go.bp,ORA,"ACAT1,ALDH4A1,DAO,GLS2,MAT1A,PIPOX",sample_type_normal_vs_tumor
GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE,0.05840841430393725,3.4794190285781488,c5.go.bp,ORA,"SLC22A4,SLC36A1,SLC38A5,SLC6A20,SLC6A6,SLC7A11,SLC7A5",sample_type_normal_vs_tumor
GOBP_AMINO_ACID_METABOLIC_PROCESS,0.5986448486440802,1.296037564084136,c5.go.bp,ORA,"ACAT1,ALDH4A1,ASPG,BAAT,CPS1,DAO,DPEP1,GLS2,HPDL,MAT1A,NOX4,P4HA3,PIPOX,PPAT,RIMKLA,SLC7A11",sample_type_normal_vs_tumor
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,0.12653388946446686,2.4004354273814408,c5.go.bp,ORA,"LRRC8E,SLC11A1,SLC22A4,SLC36A1,SLC38A5,SLC6A20,SLC6A6,SLC7A11,SLC7A5",sample_type_normal_vs_tumor
GOBP_AMINO_ACID_TRANSPORT,0.02363955097031362,2.5629649094437257,c5.go.bp,ORA,"ABCC8,GIPC1,LRRC8E,PDPN,SLC11A1,SLC12A2,SLC17A5,SLC22A4,SLC36A1,SLC38A5,SLC6A20,SLC6A6,SLC7A11,SLC7A5,STXBP1",sample_type_normal_vs_tumor
GOBP_AMINO_SUGAR_METABOLIC_PROCESS,1,0.5755429972084156,c5.go.bp,ORA,CHI3L1,sample_type_normal_vs_tumor
GOBP_AMMONIUM_ION_METABOLIC_PROCESS,0.10706269732669965,4.604343977667325,c5.go.bp,ORA,"BCHE,GRIN2A,SLC22A3,SLC29A4",sample_type_normal_vs_tumor
GOBP_AMP_METABOLIC_PROCESS,0.709225740574458,1.9882394449017995,c5.go.bp,ORA,"AMPD2,PPAT",sample_type_normal_vs_tumor
GOBP_AMYLOID_BETA_CLEARANCE,1,0.6432539380564645,c5.go.bp,ORA,CD36,sample_type_normal_vs_tumor
GOBP_AMYLOID_BETA_METABOLIC_PROCESS,1,0.4288359587043097,c5.go.bp,ORA,SPON1,sample_type_normal_vs_tumor
GOBP_AMYLOID_FIBRIL_FORMATION,0.9746562420558721,1.2150352163288773,c5.go.bp,ORA,"CD36,GSN",sample_type_normal_vs_tumor
GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,1,0.40501173877629243,c5.go.bp,ORA,SPON1,sample_type_normal_vs_tumor
GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS,0.8828843373794372,1.2497505082239881,c5.go.bp,ORA,"ITM2A,ITM2C,KLK6,SPON1",sample_type_normal_vs_tumor
GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS,1,0.9508971258225997,c5.go.bp,ORA,UBE2C,sample_type_normal_vs_tumor
GOBP_ANATOMICAL_STRUCTURE_ARRANGEMENT,0.9746562420558721,1.458042259594653,c5.go.bp,ORA,TFAP2A,sample_type_normal_vs_tumor
GOBP_ANATOMICAL_STRUCTURE_MATURATION,0.3848019218321592,1.4979886228712187,c5.go.bp,ORA,"ADAMTS12,CDC25B,CDH3,CDKN1A,EDNRA,GREM1,LGI4,MSX2,MYOC,PDE3A,PLA2G10,ROPN1,SPINK5,TRIP13,WNT5A",sample_type_normal_vs_tumor
GOBP_ANDROGEN_METABOLIC_PROCESS,0.46294757813578924,2.624476067270375,c5.go.bp,ORA,"AKR1C4,CYP3A4,SPP1",sample_type_normal_vs_tumor
GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,1,0.47544856291129983,c5.go.bp,ORA,PKN1,sample_type_normal_vs_tumor
GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING,1,0.8100234775525849,c5.go.bp,ORA,SLC12A2,sample_type_normal_vs_tumor
GOBP_ANIMAL_ORGAN_FORMATION,0.2886297546907765,2.26247936833653,c5.go.bp,ORA,"AXIN2,ROBO2,SULF1,WNT2,WNT5A,WT1",sample_type_normal_vs_tumor
GOBP_ANIMAL_ORGAN_MATURATION,0.7744075429511621,1.7496507115135835,c5.go.bp,ORA,"ADAMTS12,GREM1",sample_type_normal_vs_tumor
GOBP_ANIMAL_ORGAN_REGENERATION,0.038982521546572474,3.174769436214164,c5.go.bp,ORA,"ANGPT2,BAAT,CDKN1A,CLDN1,F7,IL6,PDX1,PTPRU,SLC7A5",sample_type_normal_vs_tumor
GOBP_ANOIKIS,1,0.6627464816339331,c5.go.bp,ORA,ITGA5,sample_type_normal_vs_tumor
GOBP_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION,0.5628624081117932,1.944056346126204,c5.go.bp,ORA,"CRIPTO,FOXA2,WNT5A,WT1",sample_type_normal_vs_tumor
GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION,0.29651857626731465,1.6626797697132005,c5.go.bp,ORA,"AXIN2,CDON,CRIPTO,FOXA2,HOXA9,HOXB4,HOXB8,MSX1,MSX2,NKD1,WNT2,WNT5A,WT1",sample_type_normal_vs_tumor
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE,0.14889911208221168,2.916084519189306,c5.go.bp,ORA,"DEFA5,DEFA6,FGB,MMP7,PGC,SPINK5",sample_type_normal_vs_tumor
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,1,0.38709086537911136,c5.go.bp,ORA,"HLA-DPA1,SLC11A1",sample_type_normal_vs_tumor
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN,1,0.4653326360408466,c5.go.bp,ORA,HLA-DPA1,sample_type_normal_vs_tumor
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN,1,0.5755429972084156,c5.go.bp,ORA,HLA-DPA1,sample_type_normal_vs_tumor
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II,1,0.7810940676399926,c5.go.bp,ORA,HLA-DPA1,sample_type_normal_vs_tumor
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,1,0.6432539380564645,c5.go.bp,ORA,"HLA-DPA1,SLC11A1",sample_type_normal_vs_tumor
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,1,0.6432539380564645,c5.go.bp,ORA,HLA-DPA1,sample_type_normal_vs_tumor
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,1,0.7210099085907624,c5.go.bp,ORA,"FCHO1,GCSAM,HHLA2,SLC39A10,STAP1,THY1",sample_type_normal_vs_tumor
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE,1.5473495438953625e-5,4.983182406209573,c5.go.bp,ORA,"CCL14,CCL20,CXCL1,CXCL2,CXCL3,CXCL5,CXCL6,CXCL8,DEFA5,DEFA6,KRT6A,MMP7,PGC,REG1A,REG1B,REG3A,S100A9,SPINK5",sample_type_normal_vs_tumor
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,1.5473495438953625e-5,4.252623257151071,c5.go.bp,ORA,"CCL14,CCL20,CXCL1,CXCL2,CXCL3,CXCL5,CXCL6,CXCL8,DEFA5,DEFA6,FGB,KRT6A,MMP7,PGC,PRSS2,REG1A,REG1B,REG3A,S100A9,SLC11A1,SPINK5",sample_type_normal_vs_tumor
GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE,0.9191066648476257,1.2617673400338343,c5.go.bp,ORA,"IFIT1,IFIT2,USP18",sample_type_normal_vs_tumor
GOBP_AORTA_DEVELOPMENT,0.12562025687833034,2.7835352228625188,c5.go.bp,ORA,"ADAMTS6,EDNRA,FKBP10,PDGFRB,PROX1,ROBO2,SOX4",sample_type_normal_vs_tumor
GOBP_AORTA_MORPHOGENESIS,0.2802188414397083,2.916084519189306,c5.go.bp,ORA,"FKBP10,PDGFRB,PROX1,SOX4",sample_type_normal_vs_tumor
GOBP_AORTIC_VALVE_MORPHOGENESIS,0.15986879744381738,3.2162696902823225,c5.go.bp,ORA,"AXIN2,CDH11,ROBO2,SNAI1,SOX9",sample_type_normal_vs_tumor
GOBP_APICAL_JUNCTION_ASSEMBLY,0.6044251778528434,1.6568662040848328,c5.go.bp,ORA,"CLDN1,CLDN14,CLDN2,CLDN23,SNAI1",sample_type_normal_vs_tumor
GOBP_APOPTOTIC_CELL_CLEARANCE,0.30395536691143815,2.4300704326577547,c5.go.bp,ORA,"C2,C4B,CD36,TGM2,TYRO3",sample_type_normal_vs_tumor
GOBP_APOPTOTIC_DNA_FRAGMENTATION,0.9746562420558721,1.458042259594653,c5.go.bp,ORA,IL6,sample_type_normal_vs_tumor
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES,0.956909351865899,1.1158486680571322,c5.go.bp,ORA,"FAM162A,GPER1,HRK,IFIT2,TNFSF10",sample_type_normal_vs_tumor
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT,0.9561778917882818,1.286507876112929,c5.go.bp,ORA,"JAG2,ROBO2",sample_type_normal_vs_tumor
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS,1,0.9941197224508997,c5.go.bp,ORA,JAG2,sample_type_normal_vs_tumor
GOBP_APPENDAGE_DEVELOPMENT,0.34115953314139086,1.6402975420439845,c5.go.bp,ORA,"GREM1,HOXA9,MAP3K20,MSX1,MSX2,PRRX1,SALL4,SLC7A11,SOX9,TFAP2A,WNT5A,ZNRF3",sample_type_normal_vs_tumor
GOBP_APPENDAGE_MORPHOGENESIS,0.3675905148452167,1.6953979762728522,c5.go.bp,ORA,"GREM1,HOXA9,MAP3K20,MSX1,MSX2,PRRX1,SALL4,SOX9,TFAP2A,WNT5A",sample_type_normal_vs_tumor
GOBP_ARACHIDONIC_ACID_METABOLIC_PROCESS,0.7519876167914471,1.5621881352799851,c5.go.bp,ORA,"ABHD6,CYP2J2,PLA2G10",sample_type_normal_vs_tumor
GOBP_ARACHIDONIC_ACID_SECRETION,0.17841021040013383,3.645105648986632,c5.go.bp,ORA,"BDKRB2,DRD2,PLA2G10,PLA2G4F",sample_type_normal_vs_tumor
GOBP_AROMATIC_AMINO_ACID_METABOLIC_PROCESS,1,0.8748253557567918,c5.go.bp,ORA,HPDL,sample_type_normal_vs_tumor
GOBP_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION,1,0.5207293784266617,c5.go.bp,ORA,WASF1,sample_type_normal_vs_tumor
GOBP_ARTERY_DEVELOPMENT,0.06225571277836454,2.532389187717029,c5.go.bp,ORA,"ADAMTS6,EDNRA,FKBP10,HPGD,NOTCH3,PDGFRB,PROX1,PRRX1,ROBO2,SOX4,STRA6",sample_type_normal_vs_tumor
GOBP_ARTERY_MORPHOGENESIS,0.049843186234969215,3.0282416160812025,c5.go.bp,ORA,"EDNRA,FKBP10,HPGD,NOTCH3,PDGFRB,PROX1,PRRX1,SOX4,STRA6",sample_type_normal_vs_tumor
GOBP_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,0.735977648112326,1.6002902849209604,c5.go.bp,ORA,"ASPG,MAT1A,PIPOX",sample_type_normal_vs_tumor
GOBP_ASPARTATE_TRANSMEMBRANE_TRANSPORT,0.9815773732350944,1.286507876112929,c5.go.bp,ORA,LRRC8E,sample_type_normal_vs_tumor
GOBP_ASSOCIATIVE_LEARNING,0.43878478002610627,1.9017942516451993,c5.go.bp,ORA,"ABCC8,ASIC1,DRD2,GRIN2A,SLC7A11,SPECC1",sample_type_normal_vs_tumor
GOBP_ASTROCYTE_ACTIVATION,1,1.0414587568533233,c5.go.bp,ORA,IL6,sample_type_normal_vs_tumor
GOBP_ASTROCYTE_DEVELOPMENT,0.9746562420558721,1.1510859944168312,c5.go.bp,ORA,"IL6,S100A9",sample_type_normal_vs_tumor
GOBP_ASTROCYTE_DIFFERENTIATION,0.9628712771228953,1.1361368256581712,c5.go.bp,ORA,"IL6,LIF,S100A9,SOX9",sample_type_normal_vs_tumor
GOBP_ATP_BIOSYNTHETIC_PROCESS,1,0.2326663180204233,c5.go.bp,ORA,PID1,sample_type_normal_vs_tumor
GOBP_ATP_METABOLIC_PROCESS,1,0.2133720379894614,c5.go.bp,ORA,"MLXIPL,PID1",sample_type_normal_vs_tumor
GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_COMMUNICATION,0.9746562420558721,1.458042259594653,c5.go.bp,ORA,RYR2,sample_type_normal_vs_tumor
