gene,I24C,I24N,I27C,I27N,I29C,I29N
ENSG00000225113,0,0,0,0,0,0
ENSG00000225116,0,0,0,0,0,0
ENSG00000225117,0,0,0,0,0,0
ENSG00000225118,0,0,0,0,0,0
ENSG00000225121,0,0,0,0,0,0
ENSG00000225122,0,0,0,0,0,0
ENSG00000225123,0,0,0,0,0,0
ENSG00000225124,0,0,0,0,0,0
ENSG00000225125,3,1,3,0,3,1
ENSG00000225126,0,0,0,0,0,0
ENSG00000225127,0,0,0,1,0,0
ENSG00000225128,1,0,0,0,0,0
ENSG00000225129,0,0,0,0,0,0
ENSG00000225131,63,110,77,43,80,73
ENSG00000225133,0,0,0,0,0,0
ENSG00000225136,0,0,0,0,0,0
ENSG00000225137,123,85,54,63,89,75
ENSG00000225138,134,88,455,52,1140,10
ENSG00000225140,0,0,3,1,1,0
ENSG00000225142,0,0,0,0,0,0
ENSG00000225144,0,0,0,0,0,0
ENSG00000225146,0,0,0,0,0,0
ENSG00000225147,0,0,0,0,0,0
ENSG00000225148,0,0,0,0,0,0
ENSG00000225151,557,453,464,233,552,132
ENSG00000225152,0,0,0,0,0,0
ENSG00000225154,0,0,0,0,0,0
ENSG00000225155,0,0,0,0,0,0
ENSG00000225156,0,0,0,0,0,0
ENSG00000225158,0,0,0,0,0,0
ENSG00000225159,25,10,15,10,13,11
ENSG00000225163,0,0,6,0,1,0
ENSG00000225165,1,1,0,0,0,0
ENSG00000225166,0,0,0,0,0,0
ENSG00000225167,0,0,0,0,0,0
ENSG00000225169,0,1,1,0,0,0
ENSG00000225170,0,0,0,0,0,0
ENSG00000225171,2,2,2,3,3,1
ENSG00000225172,0,1,0,1,2,0
ENSG00000225173,2,0,0,0,1,1
ENSG00000225174,0,0,0,0,0,0
ENSG00000225175,0,0,0,0,0,0
ENSG00000225176,0,0,0,0,0,0
ENSG00000225177,39,6,12,9,16,11
ENSG00000225178,1727,1637,1909,1187,1525,2453
ENSG00000225179,0,0,0,0,0,0
ENSG00000225180,0,0,0,0,0,0
ENSG00000225181,0,0,0,0,0,0
ENSG00000225182,0,0,0,0,0,0
ENSG00000225183,0,0,0,0,0,0
ENSG00000225185,0,0,0,0,1,0
ENSG00000225187,1,1,0,0,1,0
ENSG00000225189,0,0,0,0,0,0
ENSG00000225190,698,884,617,748,647,341
ENSG00000225191,0,0,0,0,0,0
ENSG00000225192,4,1,2,1,4,0
ENSG00000225193,0,2,1,2,0,4
ENSG00000225194,0,5,1,6,4,3
ENSG00000225195,0,0,0,0,0,0
ENSG00000225196,0,0,0,0,0,0
ENSG00000225198,0,0,0,0,0,0
ENSG00000225200,30,33,56,22,34,60
ENSG00000225203,0,0,0,0,0,0
ENSG00000225205,1,18,26,31,44,22
ENSG00000225206,0,0,2,0,0,0
ENSG00000225208,0,0,0,0,1,0
ENSG00000225209,0,0,0,0,0,0
ENSG00000225210,330,3,33,5,14,0
ENSG00000225212,0,0,0,0,0,0
ENSG00000225213,0,0,0,1,0,0
ENSG00000225214,0,0,0,0,0,0
ENSG00000225215,1,0,1,0,1,0
ENSG00000225216,0,0,0,0,0,0
ENSG00000225217,48,80,37,39,64,13
ENSG00000225218,0,0,0,0,0,0
ENSG00000225221,0,0,0,0,0,0
ENSG00000225222,0,0,0,0,0,0
ENSG00000225224,1,0,0,1,0,3
ENSG00000225225,0,0,0,0,0,0
ENSG00000225226,0,0,0,0,0,0
ENSG00000225230,0,0,0,0,0,0
ENSG00000225231,0,0,0,0,3,0
ENSG00000225233,0,0,0,0,1,0
ENSG00000225234,2,0,0,0,2,1
ENSG00000225235,3,0,0,0,1,0
ENSG00000225236,1,0,0,0,0,0
ENSG00000225238,0,0,0,0,0,0
ENSG00000225239,0,0,0,0,0,0
ENSG00000225240,0,0,0,0,0,0
ENSG00000225242,0,0,0,0,0,0
ENSG00000225243,0,0,0,0,0,1
ENSG00000225244,0,0,0,0,0,0
ENSG00000225246,0,0,0,0,0,0
ENSG00000225249,0,0,0,0,0,0
ENSG00000225251,0,0,0,0,0,1
ENSG00000225253,0,0,0,0,0,0
ENSG00000225254,0,0,0,0,0,0
ENSG00000225255,0,0,0,0,0,0
ENSG00000225256,0,0,0,0,0,0
ENSG00000225258,0,0,0,0,0,0
ENSG00000225259,72,71,52,49,74,51
ENSG00000225263,0,0,0,0,0,0
ENSG00000225264,11,2,2,2,4,0
ENSG00000225265,31,26,11,13,54,54
ENSG00000225267,0,1,0,0,0,0
ENSG00000225269,0,0,0,0,0,0
ENSG00000225270,0,0,0,0,0,0
ENSG00000225271,0,0,0,0,0,0
ENSG00000225272,0,0,0,0,0,0
ENSG00000225275,0,0,0,0,0,0
ENSG00000225276,0,0,0,0,0,0
ENSG00000225279,0,2,0,1,0,7
ENSG00000225280,0,0,0,0,0,0
ENSG00000225282,0,0,0,0,0,0
ENSG00000225284,0,0,0,0,0,0
ENSG00000225285,4,1,2,1,25,3
ENSG00000225286,0,0,0,0,0,0
ENSG00000225287,0,0,0,0,0,0
ENSG00000225289,0,0,0,0,0,0
ENSG00000225292,0,1,0,0,0,0
ENSG00000225293,0,0,0,0,0,0
ENSG00000225294,1,0,2,1,0,0
ENSG00000225295,0,0,0,0,0,0
ENSG00000225297,0,0,0,0,0,0
ENSG00000225298,0,0,0,0,0,0
ENSG00000225299,0,0,0,0,0,0
ENSG00000225300,0,3,0,2,1,0
ENSG00000225303,0,0,0,0,0,0
ENSG00000225304,0,0,0,0,0,0
ENSG00000225308,2,4,3,2,2,2
ENSG00000225310,0,0,0,0,0,0
ENSG00000225311,0,0,0,0,0,0
ENSG00000225313,0,0,0,0,0,0
ENSG00000225314,0,0,0,0,0,0
ENSG00000225315,0,0,0,0,0,0
ENSG00000225316,0,0,0,0,0,0
ENSG00000225321,0,0,0,0,1,0
ENSG00000225323,0,0,0,0,0,0
ENSG00000225325,0,0,0,0,0,0
ENSG00000225326,0,0,0,0,0,0
ENSG00000225327,0,0,0,0,0,0
ENSG00000225328,2,5,11,0,11,0
ENSG00000225329,2,34,295,205,35,11
ENSG00000225330,0,4,0,0,1,1
ENSG00000225331,0,5,2,8,6,4
ENSG00000225333,0,0,0,1,0,0
ENSG00000225334,0,0,0,0,0,0
ENSG00000225335,46,245,88,157,33,405
ENSG00000225336,0,0,1,0,0,0
ENSG00000225337,0,0,0,0,0,0
ENSG00000225338,1,0,2,3,2,1
ENSG00000225339,5,2,0,1,6,10
ENSG00000225341,0,0,0,0,0,0
ENSG00000225342,4,4,2,3,4,0
ENSG00000225343,0,0,0,0,0,0
ENSG00000225344,0,1,0,0,0,0
ENSG00000225345,16,5,5,3,9,2
ENSG00000225347,0,0,0,0,0,0
ENSG00000225349,0,0,0,0,0,0
ENSG00000225350,0,0,0,0,0,0
ENSG00000225352,0,0,0,0,0,0
ENSG00000225354,0,0,0,0,0,0
ENSG00000225355,1,0,0,0,2,1
ENSG00000225356,15,40,6,18,14,11
ENSG00000225357,2,1,1,0,2,2
ENSG00000225358,0,0,0,0,0,0
ENSG00000225359,0,0,0,0,0,0
ENSG00000225360,0,0,0,0,0,0
ENSG00000225361,109,99,88,44,138,56
ENSG00000225362,0,7,0,0,0,1
ENSG00000225364,0,0,0,0,0,0
ENSG00000225365,0,0,0,0,3,0
ENSG00000225366,8,0,8,0,0,0
ENSG00000225369,0,3,1,0,0,4
ENSG00000225370,1,0,1,0,0,0
ENSG00000225371,0,0,0,0,0,0
ENSG00000225376,0,0,0,0,0,0
ENSG00000225377,42,66,38,52,56,79
ENSG00000225378,0,0,0,0,0,0
ENSG00000225380,0,2,0,0,0,0
ENSG00000225381,0,0,0,0,0,0
ENSG00000225383,0,34,30,29,4,55
ENSG00000225384,0,0,0,0,0,0
ENSG00000225385,0,0,0,0,0,0
ENSG00000225386,0,1,0,0,0,0
ENSG00000225387,0,0,0,0,0,0
ENSG00000225391,0,0,0,0,0,0
ENSG00000225392,0,0,0,0,0,0
ENSG00000225393,0,0,0,0,0,0
ENSG00000225394,0,0,0,0,0,0
ENSG00000225396,0,0,0,0,0,0
ENSG00000225397,0,0,0,0,0,0
ENSG00000225398,0,0,0,0,0,0
ENSG00000225399,1,1,0,1,1,0
ENSG00000225400,0,0,0,0,0,0
ENSG00000225401,0,0,0,0,0,0
ENSG00000225402,1,2,2,1,4,0
ENSG00000225404,0,0,0,0,0,0
ENSG00000225405,0,0,0,0,0,0
ENSG00000225406,1,0,0,0,1,0
ENSG00000225407,0,0,0,0,0,0
ENSG00000225408,2,1,2,2,1,1
ENSG00000225411,18,1,0,1,1,0
ENSG00000225413,0,0,0,0,0,0
ENSG00000225415,0,0,0,0,0,0
ENSG00000225416,0,1,1,0,1,0
ENSG00000225417,0,0,0,0,0,0
ENSG00000225418,0,0,0,0,0,0
ENSG00000225419,2,2,0,0,0,3
ENSG00000225420,0,0,0,0,1,0
ENSG00000225421,38,82,19,65,9,82
ENSG00000225422,6,3,0,4,5,0
ENSG00000225423,3,4,0,0,1,0
ENSG00000225424,0,0,0,0,0,0
ENSG00000225427,0,0,0,0,0,0
ENSG00000225428,0,0,0,0,0,0
ENSG00000225431,0,2,5,2,3,0
ENSG00000225433,0,0,0,0,0,0
ENSG00000225434,13,103,49,49,71,229
ENSG00000225437,0,0,0,0,0,0
ENSG00000225438,0,0,1,0,0,0
ENSG00000225439,67,3,9,5,12,6
ENSG00000225442,0,0,0,0,0,0
ENSG00000225443,0,0,0,0,0,0
ENSG00000225444,0,0,0,0,0,0
ENSG00000225446,0,0,0,0,0,0
ENSG00000225447,1,1,0,0,8,0
ENSG00000225448,0,0,0,0,0,0
ENSG00000225449,3,9,7,11,2,9
ENSG00000225450,3,6,1,2,1,0
ENSG00000225451,0,0,0,0,0,0
ENSG00000225455,0,0,0,0,0,0
ENSG00000225457,0,0,0,0,0,0
ENSG00000225458,0,0,0,0,0,0
ENSG00000225460,0,0,0,0,0,0
ENSG00000225462,2,2,1,0,0,2
ENSG00000225463,0,0,0,0,0,0
ENSG00000225465,28,3,1,2,1,4
ENSG00000225466,0,0,0,0,0,0
ENSG00000225469,0,0,0,0,0,0
ENSG00000225470,460,311,460,258,432,295
ENSG00000225471,0,0,0,0,0,0
ENSG00000225472,0,2,0,0,0,0
ENSG00000225473,0,0,0,0,0,0
ENSG00000225475,0,0,0,0,0,0
ENSG00000225476,0,0,0,0,0,0
ENSG00000225477,0,0,0,0,0,0
ENSG00000225478,0,0,0,0,0,0
ENSG00000225479,0,0,0,0,0,0
ENSG00000225480,0,0,0,0,0,0
ENSG00000225482,0,0,0,0,0,0
ENSG00000225483,0,0,0,0,0,0
ENSG00000225484,519,473,214,207,660,355
ENSG00000225486,4,4,2,4,2,3
ENSG00000225487,0,0,0,0,0,0
ENSG00000225488,0,0,0,0,0,0
ENSG00000225489,64,19,20,11,305,92
ENSG00000225491,0,0,0,0,0,0
ENSG00000225492,14,12,4,4,19,5
ENSG00000225493,0,0,0,0,0,0
ENSG00000225496,0,0,0,0,1,0
ENSG00000225497,0,0,0,0,0,0
ENSG00000225498,0,0,0,0,2,0
ENSG00000225499,0,0,0,0,0,0
ENSG00000225501,0,0,0,0,0,0
ENSG00000225502,0,0,0,0,0,0
ENSG00000225505,0,0,0,0,0,0
ENSG00000225506,2,0,2,0,10,1
ENSG00000225507,0,0,0,0,0,0
ENSG00000225508,0,0,0,0,0,0
ENSG00000225509,0,0,0,0,0,0
ENSG00000225510,0,0,0,0,0,0
ENSG00000225511,6,3,2,1,3,0
ENSG00000225513,0,0,0,0,0,0
ENSG00000225514,0,0,0,0,0,0
ENSG00000225516,0,0,0,0,0,0
ENSG00000225518,12,0,2,2,2,6
ENSG00000225519,0,0,0,0,0,0
ENSG00000225520,0,0,0,0,0,0
ENSG00000225521,0,0,0,0,0,0
ENSG00000225522,0,0,0,0,0,0
ENSG00000225523,11,259,32,32,33,197
ENSG00000225526,14,110,46,62,55,185
ENSG00000225527,0,2,0,0,1,1
ENSG00000225528,2,3,3,3,3,3
ENSG00000225530,0,0,8,0,0,0
ENSG00000225531,7,10,4,8,3,10
ENSG00000225532,1,0,6,0,1,1
ENSG00000225533,0,0,0,0,2,0
ENSG00000225535,1,1,0,0,0,0
ENSG00000225536,7,3,1,1,0,0
ENSG00000225537,0,0,0,0,0,0
ENSG00000225538,0,0,0,0,0,0
ENSG00000225539,0,0,0,0,0,0
ENSG00000225542,0,0,0,0,0,0
ENSG00000225544,1,7,2,0,5,6
ENSG00000225545,0,0,0,0,0,0
ENSG00000225546,0,0,0,0,0,0
ENSG00000225548,0,0,0,0,0,0
ENSG00000225549,0,0,0,0,0,0
ENSG00000225551,0,0,0,0,0,0
ENSG00000225552,0,0,0,0,0,0
ENSG00000225554,0,0,0,0,0,0
ENSG00000225555,1,0,1,0,2,2
ENSG00000225556,16,6,17,7,10,1
ENSG00000225557,0,0,0,0,0,0
ENSG00000225558,2,8,3,4,1,4
ENSG00000225559,0,0,0,0,0,0
ENSG00000225560,0,0,0,0,0,0
ENSG00000225561,0,0,0,0,0,0
ENSG00000225563,0,0,0,0,0,0
ENSG00000225564,0,0,0,0,0,0
ENSG00000225568,2,1,0,0,0,0
ENSG00000225569,0,0,0,0,1,0
ENSG00000225570,0,0,0,0,0,0
ENSG00000225572,0,0,0,0,0,0
ENSG00000225573,89,55,130,49,78,104
ENSG00000225574,0,0,0,0,0,0
ENSG00000225578,0,1,0,0,0,0
ENSG00000225579,0,0,0,0,0,0
ENSG00000225580,25,7,7,9,15,11
ENSG00000225581,0,0,0,0,0,0
ENSG00000225582,0,0,0,0,0,0
ENSG00000225583,0,0,0,0,0,0
ENSG00000225585,0,0,0,0,0,0
ENSG00000225588,0,0,0,0,0,0
ENSG00000225591,3,0,0,1,0,1
ENSG00000225594,0,0,0,0,0,0
ENSG00000225595,2,0,0,0,1,0
ENSG00000225598,0,0,0,0,0,0
ENSG00000225602,0,0,0,0,0,0
ENSG00000225603,1,1,0,0,0,0
ENSG00000225605,0,0,0,0,0,0
ENSG00000225606,0,4,2,0,1,1
ENSG00000225609,0,0,0,0,0,0
ENSG00000225610,0,4,1,0,0,9
ENSG00000225611,3,3,3,1,2,5
ENSG00000225612,0,0,0,0,0,0
ENSG00000225613,0,0,0,0,0,0
ENSG00000225614,163,14,53,30,52,2
ENSG00000225615,0,0,0,0,0,0
ENSG00000225616,0,0,0,0,0,0
ENSG00000225619,0,0,0,0,0,0
ENSG00000225620,0,0,0,0,0,0
ENSG00000225622,0,0,0,0,0,0
ENSG00000225623,0,0,0,0,0,0
ENSG00000225624,0,0,0,0,0,0
ENSG00000225625,0,0,0,0,0,0
ENSG00000225626,0,0,0,0,0,0
ENSG00000225630,7838,13278,16708,9074,5361,9581
ENSG00000225632,0,0,0,0,0,0
ENSG00000225636,0,0,0,0,0,0
ENSG00000225637,0,0,1,1,1,0
ENSG00000225638,0,0,0,0,0,0
ENSG00000225639,0,0,0,0,0,0
ENSG00000225640,0,0,0,0,0,0
ENSG00000225642,0,1,0,0,0,1
ENSG00000225643,1,0,1,0,1,0
ENSG00000225644,0,0,0,0,0,0
ENSG00000225647,0,0,0,0,0,0
ENSG00000225648,281,158,186,218,204,353
ENSG00000225649,2,0,0,0,3,0
ENSG00000225650,0,1,0,0,0,0
ENSG00000225652,0,0,0,0,0,0
ENSG00000225653,0,0,0,0,0,0
ENSG00000225655,0,1,0,0,0,3
ENSG00000225656,0,0,0,0,0,0
ENSG00000225657,0,0,0,0,0,0
ENSG00000225658,0,0,0,0,0,0
ENSG00000225660,0,0,0,0,0,0
ENSG00000225661,0,0,0,0,0,0
ENSG00000225662,0,0,0,0,0,0
ENSG00000225663,765,344,342,196,379,290
ENSG00000225664,0,0,0,0,0,0
ENSG00000225665,0,0,0,0,0,0
ENSG00000225669,0,0,0,0,0,0
ENSG00000225670,4,18,2,5,3,1
ENSG00000225671,0,0,0,0,1,0
ENSG00000225672,0,0,0,0,0,0
ENSG00000225673,0,0,0,0,0,0
ENSG00000225674,16,12,8,4,8,7
ENSG00000225675,2,2,1,0,0,1
ENSG00000225676,0,0,0,0,0,0
ENSG00000225678,0,1,1,1,0,0
ENSG00000225680,7,7,13,2,35,5
ENSG00000225681,0,0,0,0,0,0
ENSG00000225683,0,0,0,0,0,0
ENSG00000225684,19,9,12,0,2,8
ENSG00000225685,0,0,0,0,0,0
ENSG00000225689,0,0,4,0,0,0
ENSG00000225690,0,0,0,0,0,0
ENSG00000225693,0,0,1,0,1,0
ENSG00000225695,2,1,0,0,0,0
ENSG00000225697,671,1779,754,846,1889,925
ENSG00000225698,4,460,1178,1599,579,678
ENSG00000225701,0,0,0,0,0,0
ENSG00000225703,0,0,0,0,0,0
ENSG00000225705,0,0,0,0,0,0
ENSG00000225706,26,24,9,11,40,97
ENSG00000225708,0,0,0,0,0,0
ENSG00000225710,0,0,0,1,0,0
ENSG00000225711,0,0,0,0,0,0
ENSG00000225712,0,1,0,0,0,0
ENSG00000225713,0,0,0,0,0,0
ENSG00000225715,0,0,1,0,0,0
ENSG00000225716,0,0,0,0,0,0
ENSG00000225718,0,0,0,0,0,0
ENSG00000225719,0,0,0,0,0,0
ENSG00000225720,1,0,0,1,2,0
ENSG00000225721,0,0,1,1,0,0
ENSG00000225722,0,0,0,0,0,0
ENSG00000225723,0,0,0,0,0,0
ENSG00000225724,0,0,0,0,0,0
ENSG00000225725,0,0,0,2,0,0
ENSG00000225726,0,0,0,0,0,0
ENSG00000225727,0,0,0,0,0,0
ENSG00000225728,0,0,0,0,0,0
ENSG00000225730,0,0,0,0,0,0
ENSG00000225731,1,3,0,2,0,0
ENSG00000225733,2332,3640,2234,2952,3014,2301
ENSG00000225735,0,0,0,0,0,0
ENSG00000225738,0,0,0,0,0,0
ENSG00000225739,2,1,2,0,0,1
ENSG00000225740,0,0,0,0,0,0
ENSG00000225741,0,0,0,0,0,0
ENSG00000225742,0,0,0,1,1,0
ENSG00000225744,0,0,0,0,0,0
ENSG00000225746,13,3,3,1,4,5
ENSG00000225750,0,0,0,0,0,0
ENSG00000225751,0,0,0,0,0,0
ENSG00000225752,0,0,0,0,0,0
ENSG00000225755,0,0,0,0,0,0
ENSG00000225756,6,7,2,3,24,2
ENSG00000225758,0,0,0,0,0,0
ENSG00000225759,0,0,0,0,0,0
ENSG00000225760,0,0,3,14,8,2
ENSG00000225761,0,0,0,0,1,0
ENSG00000225762,1,6,7,11,3,13
ENSG00000225764,0,0,0,0,0,0
ENSG00000225765,0,0,0,0,0,0
ENSG00000225766,2,11,3,2,7,14
ENSG00000225767,0,0,0,0,0,0
ENSG00000225768,0,0,0,0,3,0
ENSG00000225769,0,0,0,0,0,0
ENSG00000225770,5,9,8,2,5,12
ENSG00000225774,4,1,0,0,5,2
ENSG00000225775,0,0,0,0,0,0
ENSG00000225777,0,0,0,0,0,0
ENSG00000225778,0,0,1,0,1,0
ENSG00000225779,0,0,0,0,0,0
ENSG00000225781,0,0,0,0,0,0
ENSG00000225783,216,184,79,84,818,12
ENSG00000225785,0,0,0,0,0,0
ENSG00000225787,0,0,0,0,0,3
ENSG00000225790,0,0,0,0,0,0
ENSG00000225791,188,178,69,108,145,113
ENSG00000225792,2,5,3,2,56,8
ENSG00000225793,2,6,7,13,9,1
ENSG00000225794,0,0,0,0,0,0
ENSG00000225795,0,0,0,0,0,0
ENSG00000225796,0,0,0,0,0,0
ENSG00000225797,0,0,0,0,0,0
ENSG00000225798,0,0,0,0,0,0
ENSG00000225801,0,0,0,0,0,0
ENSG00000225802,0,1,0,0,0,0
ENSG00000225803,0,0,0,0,0,0
ENSG00000225805,0,0,0,0,0,0
ENSG00000225806,33,5,3,3,3,5
ENSG00000225807,0,0,0,0,0,1
ENSG00000225808,0,0,2,0,1,0
ENSG00000225809,0,0,0,0,0,0
ENSG00000225811,0,0,0,0,0,0
ENSG00000225813,0,0,0,0,0,0
ENSG00000225814,0,0,0,0,0,0
ENSG00000225815,0,0,0,0,0,0
ENSG00000225816,0,0,0,0,0,0
ENSG00000225818,0,0,0,0,0,0
ENSG00000225819,0,0,0,0,0,0
ENSG00000225822,0,0,0,0,0,0
ENSG00000225823,0,0,0,0,0,0
ENSG00000225825,0,0,0,0,0,0
ENSG00000225826,12,0,0,0,0,0
ENSG00000225827,0,0,0,0,0,0
ENSG00000225828,35,61,34,19,109,18
ENSG00000225830,438,370,285,261,360,258
ENSG00000225831,0,0,0,0,0,0
ENSG00000225832,0,0,0,0,0,0
ENSG00000225833,0,0,0,0,0,3
ENSG00000225836,0,0,0,0,0,0
ENSG00000225839,0,0,0,0,0,0
ENSG00000225840,0,0,0,0,0,0
ENSG00000225842,0,0,0,0,0,0
ENSG00000225843,0,0,0,0,0,0
ENSG00000225846,0,0,0,0,0,0
ENSG00000225849,0,0,0,0,0,0
ENSG00000225850,10,0,0,1,0,1
ENSG00000225851,0,0,0,0,0,0
ENSG00000225854,0,0,0,0,0,0
ENSG00000225855,6,39,9,16,34,6
ENSG00000225856,0,0,0,0,0,0
ENSG00000225857,0,0,0,0,0,0
ENSG00000225858,0,0,0,0,0,0
ENSG00000225864,3,3,4,4,4,13
ENSG00000225867,0,0,0,0,0,0
ENSG00000225868,58,0,0,1,17,0
ENSG00000225869,0,0,0,0,0,0
ENSG00000225870,0,0,0,0,0,0
ENSG00000225871,6,3,2,0,6,1
ENSG00000225872,0,2,1,0,0,0
ENSG00000225873,5,9,4,6,6,13
ENSG00000225876,0,0,0,0,0,0
ENSG00000225877,0,0,0,0,2,0
ENSG00000225878,0,0,0,0,0,0
ENSG00000225879,0,0,0,0,0,0
ENSG00000225880,25,29,15,18,44,10
ENSG00000225881,0,0,0,0,0,0
ENSG00000225882,0,0,0,0,0,0
ENSG00000225883,6,0,3,0,3,4
ENSG00000225884,0,0,0,0,0,0
ENSG00000225885,0,14,3,0,2,1
ENSG00000225886,0,0,0,0,0,0
ENSG00000225889,23,56,24,18,68,15
ENSG00000225891,1,0,0,0,0,0
ENSG00000225893,0,0,0,0,0,0
ENSG00000225895,0,0,0,0,0,0
ENSG00000225896,0,0,0,0,0,0
ENSG00000225898,0,0,0,0,0,0
ENSG00000225899,0,0,0,0,0,0
ENSG00000225900,0,0,0,0,0,0
ENSG00000225901,0,0,0,0,0,0
ENSG00000225903,0,0,0,0,0,0
ENSG00000225904,0,0,0,0,0,0
ENSG00000225905,0,0,0,0,1,0
ENSG00000225906,0,0,0,0,0,0
ENSG00000225907,0,0,0,0,0,0
ENSG00000225911,0,0,0,0,0,0
ENSG00000225912,3,4,7,4,4,16
ENSG00000225913,0,0,1,0,0,0
ENSG00000225914,6,16,6,5,8,8
ENSG00000225916,0,0,0,0,0,0
ENSG00000225918,0,1,0,1,1,0
ENSG00000225919,0,0,0,0,0,0
ENSG00000225920,0,0,0,0,0,0
ENSG00000225921,1634,744,813,686,1340,742
ENSG00000225922,1,0,0,0,0,0
ENSG00000225923,0,0,0,0,0,0
ENSG00000225924,0,0,1,0,0,0
ENSG00000225925,0,0,0,0,0,0
ENSG00000225928,0,0,0,0,0,0
ENSG00000225929,0,0,0,0,0,0
ENSG00000225930,0,0,0,0,0,0
ENSG00000225931,0,7,1,3,9,1
ENSG00000225932,137,390,155,265,80,32
ENSG00000225933,0,0,0,0,0,0
ENSG00000225934,0,0,0,0,0,0
ENSG00000225935,0,0,0,0,0,0
ENSG00000225936,0,0,1,0,0,0
ENSG00000225937,0,0,4,0,0,0
ENSG00000225938,0,0,0,0,2,0
ENSG00000225940,2,0,0,0,0,0
ENSG00000225942,0,0,0,0,0,0
ENSG00000225943,0,0,0,0,0,0
ENSG00000225944,0,0,0,0,0,0
ENSG00000225945,1,0,0,0,0,2
ENSG00000225947,0,0,0,0,0,0
ENSG00000225948,0,0,0,0,0,0
ENSG00000225949,0,0,0,0,0,0
ENSG00000225950,0,0,0,0,0,0
ENSG00000225951,0,0,0,0,0,0
ENSG00000225952,0,0,0,0,0,0
ENSG00000225953,424,560,206,397,151,285
ENSG00000225956,0,0,0,0,1,0
ENSG00000225957,0,0,0,0,0,0
ENSG00000225959,0,0,0,0,0,0
ENSG00000225960,0,0,0,0,0,0
ENSG00000225963,0,1,1,1,0,0
ENSG00000225964,0,94,0,5,0,0
ENSG00000225965,0,0,0,0,0,0
ENSG00000225968,35,8,12,6,19,3
ENSG00000225969,31,303,296,407,51,673
ENSG00000225970,0,0,0,0,0,0
ENSG00000225971,3,1,1,0,2,0
ENSG00000225972,19,26,83,34,22,83
ENSG00000225973,166,128,152,110,133,148
ENSG00000225974,0,0,0,0,0,0
ENSG00000225975,9,15,9,15,17,5
ENSG00000225976,0,0,0,0,0,0
ENSG00000225978,6,6,39,8,36,25
ENSG00000225979,0,0,0,0,0,0
ENSG00000225980,0,0,0,0,0,0
ENSG00000225981,0,1,0,1,1,0
ENSG00000225982,6,5,4,1,1,5
ENSG00000225984,0,0,0,0,0,0
ENSG00000225986,1,0,0,2,2,7
ENSG00000225988,0,0,0,1,0,0
ENSG00000225990,0,0,0,0,0,0
ENSG00000225991,1,1,0,0,1,0
ENSG00000225992,0,0,0,0,0,0
ENSG00000225997,0,0,0,0,0,0
ENSG00000225999,0,0,0,0,0,0
ENSG00000226002,1,0,0,0,1,0
ENSG00000226003,0,0,0,0,2,1
ENSG00000226004,0,0,0,1,0,0
ENSG00000226005,1,0,0,0,0,0
ENSG00000226007,4,19,0,15,25,3
ENSG00000226008,0,0,0,0,0,0
ENSG00000226009,1,2,1,0,6,0
ENSG00000226010,1,0,0,0,0,0
ENSG00000226011,0,0,0,0,0,0
ENSG00000226012,1,0,0,0,0,0
ENSG00000226013,0,0,0,0,0,0
ENSG00000226014,0,0,0,0,0,0
ENSG00000226015,32,127,45,60,56,82
ENSG00000226016,0,0,0,0,0,0
ENSG00000226017,0,0,0,0,0,0
ENSG00000226020,0,0,0,0,0,0
ENSG00000226022,0,0,0,0,0,0
ENSG00000226023,0,0,0,0,0,0
ENSG00000226024,0,1,0,0,0,0
ENSG00000226025,42,0,2,3,4,0
ENSG00000226026,4,2,0,2,6,8
ENSG00000226028,0,0,0,0,0,0
ENSG00000226029,6,5,7,1,11,2
ENSG00000226030,0,0,0,0,0,0
ENSG00000226031,2,1,3,0,0,0
ENSG00000226032,0,0,0,0,0,0
ENSG00000226034,0,0,0,0,0,0
ENSG00000226036,0,0,0,0,0,0
ENSG00000226037,0,0,0,0,0,0
ENSG00000226038,0,0,0,0,0,2
ENSG00000226040,0,0,0,0,0,0
ENSG00000226041,0,3,4,3,0,3
ENSG00000226042,0,0,2,1,0,0
ENSG00000226043,0,0,0,0,0,0
ENSG00000226045,0,0,0,0,0,0
ENSG00000226046,0,0,0,0,0,0
ENSG00000226047,0,0,0,0,0,0
ENSG00000226048,0,0,0,0,1,0
ENSG00000226049,46,68,25,40,26,28
ENSG00000226051,327,117,188,103,61,231
ENSG00000226053,0,0,0,0,0,0
ENSG00000226054,36,14,11,21,28,20
ENSG00000226055,0,0,0,1,1,0
ENSG00000226056,0,0,0,0,0,0
ENSG00000226057,0,0,6,0,0,0
ENSG00000226058,0,0,0,0,0,0
ENSG00000226059,0,0,0,0,0,0
ENSG00000226061,0,0,0,0,0,0
ENSG00000226063,0,0,0,0,0,0
ENSG00000226064,0,0,0,0,0,0
ENSG00000226065,0,13,0,2,0,2
ENSG00000226066,0,0,0,0,0,0
ENSG00000226067,120,50,92,11,127,57
ENSG00000226068,1,0,0,1,0,0
ENSG00000226070,1,0,0,0,0,0
ENSG00000226072,0,0,0,0,0,0
ENSG00000226074,0,0,0,0,0,0
ENSG00000226075,0,0,0,0,0,0
ENSG00000226078,0,0,0,0,0,0
ENSG00000226079,0,0,0,0,0,0
ENSG00000226080,0,0,0,0,0,0
ENSG00000226081,4,2,0,0,2,2
ENSG00000226082,0,1,0,0,0,0
ENSG00000226083,0,0,0,0,0,0
