gene_id	gene_name	DRX399598	DRX399599	DRX399600	DRX399601	DRX399602	DRX399603
ENSMUSG00000000148	Brat1	13.122738	15.043049	12.406983	17.017204	13.0533	13.421392
ENSMUSG00000000149	Gna12	40.432663	45.18433	37.777449	63.472742	42.393637	51.171582
ENSMUSG00000000154	Slc22a18	4.611258	6.295563	8.150613	2.886551	6.198752	5.99741
ENSMUSG00000000157	Itgb2l	0	0	0.035741	0	0.038319	0.033374
ENSMUSG00000000159	Igsf5	5.445427	6.243682	8.565471	0.652536	2.03338	3.340513
ENSMUSG00000000167	Pih1d2	4.004479	5.481683	4.362071	3.142726	5.792699	3.483532
ENSMUSG00000000168	Dlat	59.36588	57.651477	54.096622	57.40424	53.431203	49.947825
ENSMUSG00000000171	Sdhd	293.901149	293.392346	285.842509	334.361961	275.081676	224.54674
ENSMUSG00000000182	Fgf23	0.198411	0.229164	0.052875	0.222316	0.170233	0.197634
ENSMUSG00000000183	Fgf6	0	0.032966	0	0	0	0
ENSMUSG00000000184	Ccnd2	14.780192	15.156308	10.757652	21.270879	20.814026	19.810884
ENSMUSG00000000194	Gpr107	45.384701	58.825969	45.795412	69.29056	57.671527	52.75523
ENSMUSG00000000197	Nalcn	0	0	0	0	0.026225	0
ENSMUSG00000000202	Btbd17	0.052823	0.396041	0.225152	0	1.455886	0.052605
ENSMUSG00000000204	Slfn4	205.426939	39.916465	65.813038	175.4817	126.051722	40.632351
ENSMUSG00000000214	Th	0.098279	0.281524	0.243663	0	0.209146	0.099289
ENSMUSG00000000215	Ins2	0	0	0	0	0	0
ENSMUSG00000000216	Scnn1g	0.085534	0.342988	0.152318	0.128018	0.032652	0.08532
ENSMUSG00000000223	Drp2	0.465779	0.370253	0.100545	0.440266	0.682512	0.490308
ENSMUSG00000000244	Tspan32	87.97822	98.057325	63.819231	79.054767	71.73342	44.024766
ENSMUSG00000000247	Lhx2	0.077369	0.121125	0	0.183118	0	0.053352
ENSMUSG00000000248	Clec2g	5.745628	20.518806	0.413776	8.467516	1.79256	6.40033
ENSMUSG00000000253	Gmpr	5.35035	6.564288	3.716037	3.776648	4.521945	4.110514
ENSMUSG00000000263	Glra1	0	0	0	0	0	0
ENSMUSG00000000266	Mid2	8.693029	9.19099	8.947588	13.77694	6.577425	9.471852
ENSMUSG00000000275	Trim25	101.543067	64.127972	113.904416	96.679272	82.626781	70.609016
ENSMUSG00000000276	Dgke	4.357207	4.775138	5.22017	6.959943	6.040559	6.271597
ENSMUSG00000000278	Scpep1	36.13243	30.28926	28.574207	39.756277	49.109775	51.159637
ENSMUSG00000000282	Mnt	12.505766	11.40355	11.325852	16.427541	14.868095	16.253565
ENSMUSG00000000290	Itgb2	24.24101	19.190629	18.915625	27.446827	38.522534	42.710555
ENSMUSG00000000295	Hddc2	19.9335	19.777598	15.785071	22.543894	22.484677	14.578474
ENSMUSG00000000296	Tpd52l1	0.269031	0.63229	0.285511	0	1.136075	0.129418
ENSMUSG00000000301	Pemt	3.655997	3.668623	2.557457	2.845827	5.20019	2.227968
ENSMUSG00000000303	Cdh1	179.93731	246.479879	202.850836	223.778015	258.39119	155.519668
ENSMUSG00000000305	Cdh4	0.025603	0.011859	0.027404	0.028778	0.029345	0.051132
ENSMUSG00000000308	Ckmt1	216.191753	269.256518	194.014755	430.692363	244.340535	112.145301
ENSMUSG00000000317	Bcl6b	6.017283	3.357975	4.283119	5.348821	5.896616	10.07743
ENSMUSG00000000318	Clec10a	8.460796	9.1354	1.669134	8.062675	14.331362	34.371
ENSMUSG00000000320	Alox12	0.804654	0.805941	0.573244	5.46128	0.959837	3.603045
ENSMUSG00000000325	Arvcf	5.231579	7.383262	3.239545	5.05106	5.351043	3.899482
ENSMUSG00000000326	Comt	51.702105	70.406152	53.074727	72.225515	72.555943	70.003868
ENSMUSG00000000339	Rtca	28.198387	27.697953	25.573112	33.23388	29.98565	26.675217
ENSMUSG00000000340	Dbt	8.768845	10.083462	7.042898	14.872516	9.485812	8.017022
ENSMUSG00000000346	Dazap2	185.008994	223.124519	180.344613	182.14346	254.634176	207.080375
ENSMUSG00000000355	Mcts1	70.038024	59.571749	66.033913	83.771948	76.948067	64.261294
ENSMUSG00000000359	Rem1	1.387351	1.700783	1.45965	4.251356	1.519678	2.417157
ENSMUSG00000000365	Rnf17	0.46025	0.058002	0.060646	0.282999	0.097426	0.056688
ENSMUSG00000000374	Trappc10	22.368004	25.924284	23.503209	25.127344	20.729985	20.94357
ENSMUSG00000000378	Ccm2	58.265624	53.577978	44.548358	57.052928	68.913913	62.691271
ENSMUSG00000000381	Wap	0	0	0	0	0	0
ENSMUSG00000000384	Tbrg4	68.555946	66.895576	58.250515	60.882504	70.948951	50.184996
ENSMUSG00000000385	Tmprss2	104.478052	100.88835	151.091285	101.560392	72.572824	90.942373
ENSMUSG00000000386	Mx1	28.728588	36.286318	32.118928	46.124412	27.912881	26.39483
ENSMUSG00000000392	Fap	10.046619	8.902423	5.223248	14.266574	9.805195	20.662789
ENSMUSG00000000394	Gcg	0.182464	0	0.192231	0	0.208283	0
ENSMUSG00000000399	Ndufa9	64.836373	75.20033	56.61083	67.947254	69.891349	59.485564
ENSMUSG00000000402	Egfl6	0.540761	0.176573	1.325027	0.285572	0.182114	0.919963
ENSMUSG00000000409	Lck	2.466207	1.714073	2.586591	2.718323	4.220086	7.03815
ENSMUSG00000000411	Tssk3	0	0	0	0	0	0
ENSMUSG00000000416	Cttnbp2	0.580228	0.98017	0.35213	0.600744	0.994381	0.66812
ENSMUSG00000000420	Galnt1	178.961208	271.073017	179.794549	235.4502	280.604092	196.4271
ENSMUSG00000000435	Myf5	0	0	0	0	0.437004	0
ENSMUSG00000000439	Mkrn2	16.729375	6.328865	8.165378	15.949478	15.723335	11.696678
ENSMUSG00000000440	Pparg	15.450149	16.704851	5.298306	18.239582	9.4079	19.771501
ENSMUSG00000000441	Raf1	63.527894	63.702372	56.217069	76.639964	62.304555	60.182776
ENSMUSG00000000486	Sept1	8.232073	11.093997	6.101942	7.327597	9.543796	11.474949
ENSMUSG00000000489	Pdgfb	44.385938	42.050361	40.919093	43.030304	46.714839	62.283231
ENSMUSG00000000530	Acvrl1	12.645363	10.06062	8.122657	15.789668	13.182004	22.079846
ENSMUSG00000000531	Grasp	53.934928	54.209585	43.392778	27.959183	49.395329	51.790112
ENSMUSG00000000532	Acvr1b	23.15865	21.375487	25.274156	23.692822	22.267191	23.491479
ENSMUSG00000000538	Tom1l2	20.434442	19.547708	15.545862	26.264984	21.099614	21.947549
ENSMUSG00000000544	Gpa33	108.301177	101.110952	114.034602	114.036757	137.809271	94.928598
ENSMUSG00000000552	Zfp385a	11.983074	11.695561	7.276823	12.29175	15.412425	16.318714
ENSMUSG00000000555	Itga5	45.683942	28.535385	25.324215	40.789959	49.80101	73.584964
ENSMUSG00000000560	Gabra2	0	0	0	0	0	0
ENSMUSG00000000561	Wdr77	41.30614	40.663362	50.566717	32.656346	35.454295	31.340319
ENSMUSG00000000562	Adora3	0.852945	0.730071	0.827575	0.766197	1.53418	1.082529
ENSMUSG00000000563	Atp5f1	252.665013	251.653473	228.791503	284.246613	246.515071	230.421834
ENSMUSG00000000567	Sox9	66.997211	55.720559	44.207492	76.392654	68.393056	65.276784
ENSMUSG00000000568	Hnrnpd	152.589411	146.226291	158.136794	196.570464	196.91907	218.854804
ENSMUSG00000000579	Dynlt1c	8.032807	17.10193	10.354058	9.101078	12.135226	7.2023
ENSMUSG00000000581	C1d	43.476446	36.186825	32.171086	41.488273	46.261477	38.681826
ENSMUSG00000000594	Gm2a	33.617787	22.779309	23.175853	37.03687	31.70725	42.591387
ENSMUSG00000000600	Krit1	31.732759	44.226094	32.929809	35.061413	35.077995	26.047487
ENSMUSG00000000605	Clcn4	25.449526	27.662514	19.758736	30.871921	33.821104	27.952012
ENSMUSG00000000606	Vmn2r88	0	0	0	0	0	0
ENSMUSG00000000617	Grm6	0.135801	0	0	0.043588	0.02933	0.063333
ENSMUSG00000000627	Sema4f	6.21273	1.449732	0.775671	2.845634	1.825702	5.912919
ENSMUSG00000000628	Hk2	20.762084	15.117721	11.366164	24.429959	21.144914	46.037744
ENSMUSG00000000631	Myo18a	44.924635	42.84951	58.634149	40.831725	51.43962	54.671337
ENSMUSG00000000632	Sez6	0.02628	0.048646	0.028087	0.597508	0	0.073798
ENSMUSG00000000673	Haao	1.184931	0.946916	1.175067	0.882894	1.533922	1.177949
ENSMUSG00000000682	Cd52	153.558227	133.98558	129.604241	167.936956	204.299709	217.541725
ENSMUSG00000000686	Abhd15	2.265004	2.215144	1.658784	2.214876	2.667518	2.129683
ENSMUSG00000000690	Hoxb6	0.362635	0.338543	0.076426	0.660521	0.740142	0.803622
ENSMUSG00000000693	Loxl3	46.123428	41.377251	27.078464	48.695502	60.060274	76.843689
ENSMUSG00000000701	Tcl1b5	0	0	0	0	0	0
ENSMUSG00000000706	Btn1a1	1.434007	0.802974	0.949045	1.062512	2.220906	0.767482
ENSMUSG00000000708	Kat2b	34.629336	36.75202	37.10535	54.948271	40.96847	32.597711
ENSMUSG00000000711	Rab5b	51.080708	54.456084	44.343953	62.008146	50.692941	62.104126
ENSMUSG00000000724	Cryba1	0	0	0	0	0	0
ENSMUSG00000000730	Dnmt3l	0.850853	0.050831	0	1.394678	0.30369	1.73729
ENSMUSG00000000731	Aire	1.412743	0.368014	0.122961	0.24575	1.037836	0.149178
ENSMUSG00000000732	Icosl	12.201003	14.706362	10.357058	14.112774	14.066384	12.69087
ENSMUSG00000000738	Spg7	48.265596	62.306076	48.858051	48.482129	66.394937	44.801904
ENSMUSG00000000739	Sult5a1	0.540717	0.335341	0	0.706167	0.050481	0.283249
ENSMUSG00000000740	Rpl13	2549.578913	2787.487329	2865.279853	2080.122461	2341.781443	2435.190655
ENSMUSG00000000743	Chmp1a	85.850605	101.441412	73.263473	87.871665	105.46399	98.331456
ENSMUSG00000000751	Rpa1	37.404643	32.769608	37.814054	38.048305	48.332776	33.909753
ENSMUSG00000000753	Serpinf1	211.20388	172.83417	95.313232	249.348737	238.964809	407.032977
ENSMUSG00000000759	Tubgcp3	22.683074	27.611016	21.272124	26.566553	30.529061	23.723568
ENSMUSG00000000766	Oprm1	0	0	0	0	0	0
ENSMUSG00000000776	Polr3d	26.107439	18.981199	15.388321	24.996045	26.557373	23.335665
ENSMUSG00000000782	Tcf7	44.080085	31.165997	28.890971	36.014437	49.839449	39.299387
ENSMUSG00000000787	Ddx3x	98.484365	102.529219	103.628298	103.611838	120.221699	93.260702
ENSMUSG00000000791	Il12rb1	1.269691	0.6889	1.431701	1.198881	1.027279	1.826198
ENSMUSG00000000792	Slc5a5	0.262578	0.242972	0.124683	0.032748	0.200467	0.232809
ENSMUSG00000000794	Kcnn3	0.118235	0.251195	0.042128	0.044255	0.30674	0.049065
ENSMUSG00000000804	Usp32	23.304527	24.023734	25.036103	27.165019	22.105321	22.035285
ENSMUSG00000000805	Car4	0.152791	0.142165	0.353963	0.358698	0.785455	0.531711
ENSMUSG00000000811	Txnrd3	5.466666	7.126064	6.323853	6.067732	4.738242	3.946196
ENSMUSG00000000817	Fasl	0.506477	0.425545	0.343703	0.516065	0.316092	0.733983
ENSMUSG00000000823	Zfp512b	8.474756	15.783402	11.811853	16.391681	16.790665	15.842959
ENSMUSG00000000826	Dnajc5	59.879938	69.251566	57.615072	91.320741	64.962041	71.227755
ENSMUSG00000000827	Tpd52l2	77.207235	98.389362	72.313765	110.802953	87.749889	94.943613
ENSMUSG00000000838	Fmr1	29.804089	24.758341	25.592911	34.177632	36.549619	28.224804
ENSMUSG00000000861	Bcl11a	0.166849	0.232935	0.059429	0.267672	0.16453	0.109608
ENSMUSG00000000869	Il4	0	0	0	0	0	0
ENSMUSG00000000876	Pxmp4	14.20668	14.345819	17.827474	24.374014	10.796256	15.99019
ENSMUSG00000000881	Dlg3	26.151795	23.095074	19.421942	28.380244	25.443037	22.322091
ENSMUSG00000000884	Gnb1l	3.365439	4.841522	3.151138	4.321511	3.895431	3.80181
ENSMUSG00000000889	Dbh	0	0.031345	0	0	0	0
ENSMUSG00000000901	Mmp11	6.291652	5.194195	4.982478	15.798483	6.582885	9.933512
ENSMUSG00000000902	Smarcb1	43.050062	39.669959	35.27215	36.160685	48.634307	42.646934
ENSMUSG00000000903	Vpreb3	0	0	0	0	0.222721	0.387012
ENSMUSG00000000915	Hip1r	34.882433	42.324974	36.426699	67.599885	29.570405	43.287754
ENSMUSG00000000916	Nsun5	16.434475	15.725634	15.048404	16.785296	13.791374	12.238886
ENSMUSG00000000934	Top1mt	7.187205	8.500139	9.366622	6.370241	6.947381	6.083916
ENSMUSG00000000938	Hoxa10	3.384624	2.318982	2.038484	2.041862	4.43682	5.414657
ENSMUSG00000000942	Hoxa4	0.863432	0.425257	0.183917	0.257812	0.460755	0.916891
ENSMUSG00000000948	Gm38393	0.042499	0.039347	0.022723	0.023868	0	0.021207
ENSMUSG00000000957	Mmp14	151.942235	110.734963	83.549285	164.648417	154.2586	262.66093
ENSMUSG00000000958	Slc7a7	29.371498	18.017418	15.537961	22.78053	33.607171	26.250005
ENSMUSG00000000959	Oxa1l	34.521752	26.895762	28.486885	28.079879	35.221765	26.198575
ENSMUSG00000000976	Heatr6	10.284375	11.423793	10.904168	13.670993	14.758267	10.36715
ENSMUSG00000000982	Ccl3	26.15415	7.734841	12.56811	11.626674	11.082155	33.507222
ENSMUSG00000000983	Wfdc18	72.182044	114.739632	17.972824	90.350923	238.62262	36.662102
ENSMUSG00000001014	Icam4	3.853075	2.03891	1.924276	1.934903	2.254619	2.781902
ENSMUSG00000001016	Ilf2	47.543487	44.959897	35.123607	38.775976	48.92401	45.865945
ENSMUSG00000001017	Chtop	71.59799	69.488185	63.345695	75.771414	77.312786	73.630468
ENSMUSG00000001018	Snapin	54.540782	61.604066	43.186136	68.855186	62.585426	75.70715
ENSMUSG00000001020	S100a4	26.798789	30.888102	16.602661	38.593678	40.619746	65.877523
ENSMUSG00000001021	S100a3	0.985811	1.339272	0.857056	1.074345	1.94882	1.595066
ENSMUSG00000001023	S100a5	0	0	0	0	0.870437	0
ENSMUSG00000001025	S100a6	4567.504133	3960.538472	3131.221641	4346.445139	4011.375366	5237.642952
ENSMUSG00000001027	Scn4a	2.276244	2.097356	7.576724	0.968319	0.893933	1.433296
ENSMUSG00000001029	Icam2	14.000629	11.940748	7.757753	12.163086	14.572641	18.845293
ENSMUSG00000001034	Mapk7	14.334911	11.386723	10.635152	14.99862	15.319415	16.576981
ENSMUSG00000001036	Epn2	42.544799	36.81507	34.823351	30.799947	47.809434	45.106012
ENSMUSG00000001039	B9d1	14.837171	11.872741	8.67877	9.146014	18.460913	14.259724
ENSMUSG00000001052	Sec24b	28.66712	28.55918	23.402433	24.973807	26.308609	34.541907
ENSMUSG00000001053	N4bp3	164.015776	165.990043	90.051838	206.606414	161.052512	114.366681
ENSMUSG00000001054	Rmnd5b	32.717798	43.468664	30.740936	46.122774	39.28121	39.069829
ENSMUSG00000001056	Nhp2	222.647977	213.493208	201.052346	180.670825	205.791764	182.452224
ENSMUSG00000001062	Vps9d1	13.780556	11.30319	10.39091	14.455191	16.613767	11.548974
ENSMUSG00000001065	Zfp276	16.197431	17.25223	11.378422	15.48017	17.764446	15.199152
ENSMUSG00000001076	C1ql4	0	0	0	0	0	0
ENSMUSG00000001082	Mfsd10	54.693026	59.048016	51.819196	69.602241	66.439968	55.46756
ENSMUSG00000001089	Luzp1	24.275659	26.720805	20.116377	34.122996	25.788769	25.731873
ENSMUSG00000001095	Slc13a2	0.28842	0.133377	0.615822	0.161773	0.20636	0.035944
ENSMUSG00000001098	Kctd10	128.861561	137.080046	83.558844	156.214975	166.660509	136.424381
ENSMUSG00000001100	Poldip2	72.386389	63.796005	68.680508	71.689947	64.62065	58.811655
ENSMUSG00000001103	Sebox	0	0	0	0.081936	0	0
ENSMUSG00000001105	Ift20	79.113861	77.607582	67.834078	64.385157	71.010172	72.954859
ENSMUSG00000001119	Col6a1	162.257076	122.529244	76.432653	172.271971	125.075922	210.435634
ENSMUSG00000001120	Pcbp3	0.589111	0.93509	0.376208	1.430609	1.222889	1.078232
ENSMUSG00000001123	Lgals9	215.407574	140.576494	208.140571	210.645658	288.244452	177.823413
ENSMUSG00000001127	Araf	76.263366	65.483359	66.614643	88.32295	82.309308	75.706861
ENSMUSG00000001128	Cfp	28.842402	21.944135	12.907427	24.13519	34.76624	50.005674
ENSMUSG00000001131	Timp1	274.021061	229.111914	117.874548	203.080267	318.211436	427.794167
ENSMUSG00000001134	Uxt	37.124173	31.056451	37.232896	39.076635	31.858538	30.078201
ENSMUSG00000001138	Cnnm3	10.098504	8.563826	11.231921	10.582467	9.108188	8.024586
ENSMUSG00000001143	Lman2l	38.967748	32.10238	34.061562	36.073603	40.091545	34.163047
ENSMUSG00000001150	Mcm3ap	17.201127	13.026501	12.993593	14.077727	13.105091	12.157722
ENSMUSG00000001151	Pcnt	7.715195	8.012951	6.731997	10.300307	9.614109	12.990804
ENSMUSG00000001155	Ftcd	0	0	0	0	0	0
ENSMUSG00000001156	Mxd1	39.914913	19.995129	12.064678	39.529123	15.750319	64.031531
ENSMUSG00000001157	Gmcl1	22.679749	23.983922	17.773267	25.629021	26.706227	25.812647
ENSMUSG00000001158	Snrnp27	67.224814	68.931046	55.31766	80.183587	72.573574	73.109761
ENSMUSG00000001166	Oas1c	7.93768	7.534548	13.18455	12.070099	8.885022	6.961632
ENSMUSG00000001168	Oas1h	0	0	0	0	0	0
ENSMUSG00000001173	Ocrl	13.000461	11.428324	8.92835	14.533259	16.133419	14.521349
ENSMUSG00000001175	Calm1	249.141019	218.143741	212.069846	227.136739	358.280617	328.241114
ENSMUSG00000001211	Agpat3	60.148466	58.613157	64.138356	65.004038	55.258266	59.049306
ENSMUSG00000001225	Slc26a3	0	0	0	0	0.095229	0
ENSMUSG00000001227	Sema6b	5.833759	4.790877	2.973646	5.839223	6.432979	9.043659
ENSMUSG00000001228	Uhrf1	24.701532	29.962098	24.200656	27.211065	37.451479	25.681232
ENSMUSG00000001229	Dpp9	32.196825	37.762647	29.081378	32.213597	35.041049	34.86309
ENSMUSG00000001240	Ramp2	14.669058	16.207291	16.086563	17.529054	22.174324	23.437392
ENSMUSG00000001247	Lsr	179.410085	245.197143	108.269582	128.093478	267.813824	138.426586
ENSMUSG00000001248	Gramd1a	61.312094	49.282791	58.807472	40.17001	54.68304	52.343943
ENSMUSG00000001249	Hpn	2.116298	3.792549	1.308794	1.467419	2.678551	1.926794
ENSMUSG00000001260	Gabrg1	0	0	0	0	0	0
ENSMUSG00000001270	Ckb	19.354166	18.448887	11.334253	21.232332	22.086423	27.005075
ENSMUSG00000001280	Sp1	21.4811	32.190608	28.481907	29.310745	32.307475	24.846244
ENSMUSG00000001281	Itgb7	3.314536	1.483971	1.747467	4.176041	4.833916	8.113689
ENSMUSG00000001285	Myg1	42.982907	55.069488	50.184908	35.327952	51.239657	46.281478
ENSMUSG00000001288	Rarg	36.065752	36.319503	22.75374	31.889934	29.115314	37.526075
ENSMUSG00000001289	Pfdn5	262.868388	284.175943	243.432899	230.615835	258.045296	318.071686
ENSMUSG00000001300	Efnb2	28.943128	30.709173	22.530199	28.616961	26.77405	32.278151
ENSMUSG00000001305	Rrp15	27.536482	31.646164	43.221119	25.832272	32.05572	25.198023
ENSMUSG00000001313	Rnd2	7.044845	4.286098	4.867362	4.693137	4.037305	5.682832
ENSMUSG00000001323	Srr	6.779858	8.966692	6.455089	10.417636	9.931397	10.713533
ENSMUSG00000001333	Sync	0.55363	1.163066	0.04628	0.194555	1.439791	0.552831
ENSMUSG00000001334	Fndc5	0.031071	0.057493	0.099566	0.03487	0.142312	0.2479
ENSMUSG00000001348	Acp5	181.767483	144.579803	139.142037	175.775059	187.597531	193.649339
ENSMUSG00000001349	Cnn1	7.273695	4.882264	2.5912	2.963376	10.372223	14.636507
ENSMUSG00000001366	Fbxo9	34.536758	42.228029	31.306109	31.987694	31.228561	28.880579
ENSMUSG00000001376	Vps50	25.083994	25.919214	23.903542	24.550186	21.252692	21.097876
ENSMUSG00000001380	Hars	61.425763	68.024343	58.308496	59.427013	75.86699	59.199078
ENSMUSG00000001383	Zmat2	27.315067	27.375068	24.762683	27.457855	34.90686	31.482199
ENSMUSG00000001403	Ube2c	106.983953	102.962234	79.998512	140.006465	127.953635	108.612348
ENSMUSG00000001415	Smg5	50.710819	51.608835	45.711697	57.227537	52.606021	42.511809
ENSMUSG00000001416	Cct3	166.128622	155.958691	171.826949	148.709793	174.714784	157.061633
ENSMUSG00000001418	Glmp	286.399196	258.047693	258.462443	293.29141	268.558216	267.985693
ENSMUSG00000001419	Mef2d	40.204073	35.594724	36.702452	51.328681	37.317608	44.362902
ENSMUSG00000001420	Tmem79	27.869698	29.29604	22.354	26.50707	27.313635	18.259558
ENSMUSG00000001424	Snd1	108.310697	134.385352	155.099613	121.628768	122.046009	117.37308
ENSMUSG00000001435	Col18a1	195.087429	151.639741	159.157938	186.480925	197.790405	200.693281
ENSMUSG00000001436	Slc19a1	9.457391	12.520734	13.419117	9.384894	9.633807	10.1039
ENSMUSG00000001440	Kpnb1	114.93477	129.921135	119.748127	106.677675	150.165751	131.703376
ENSMUSG00000001441	Npepps	80.896934	57.452606	65.074226	86.711269	72.440963	93.765377
ENSMUSG00000001444	Tbx21	0.069686	0.128913	0.223215	0.312723	0.718016	0.625336
ENSMUSG00000001445	Mrpl10	63.612656	71.919572	72.312938	68.099948	80.659466	59.378967
ENSMUSG00000001467	Cyp51	19.902829	28.522366	18.07089	15.821521	23.676634	17.211188
ENSMUSG00000001472	Tcf25	165.784052	184.740169	120.909869	151.946099	189.45727	163.037767
ENSMUSG00000001473	Tubb6	80.66722	81.037804	50.990756	107.892605	126.815294	141.467801
ENSMUSG00000001482	Def8	9.558941	14.903264	8.703662	11.29594	16.006089	12.709063
ENSMUSG00000001493	Meox1	11.060438	7.82507	4.536591	9.534686	12.794706	13.574901
ENSMUSG00000001494	Sost	0	0	0	0	0	0
ENSMUSG00000001496	Nkx2-1	0	0	0	0	0	0.038962
ENSMUSG00000001497	Pax9	17.722847	17.719482	20.132148	21.666178	20.297245	16.601279
ENSMUSG00000001504	Irx2	5.223731	7.883935	5.343505	6.135394	4.92555	5.707951
ENSMUSG00000001506	Col1a1	672.144538	399.427575	337.681902	631.484636	637.419415	966.656183
ENSMUSG00000001507	Itga3	133.496443	120.757819	109.837782	131.61266	157.043846	165.076273
ENSMUSG00000001508	Sgca	0.508324	1.824271	0	0	2.276918	0.126464
ENSMUSG00000001510	Dlx3	6.720046	5.78781	12.726834	4.457365	1.743497	12.24696
ENSMUSG00000001517	Foxm1	10.765884	13.535599	9.555085	16.085605	15.680018	13.003061
ENSMUSG00000001518	Itfg2	11.878455	14.400295	8.090791	11.037399	10.659947	9.964293
ENSMUSG00000001520	Nrip2	0.457845	0	0	0.211842	0.325222	0.349717
ENSMUSG00000001521	Tulp3	5.327894	5.125231	3.510057	5.480328	6.373896	6.972908
ENSMUSG00000001524	Gtf2h4	17.813565	21.099617	14.031917	18.410927	19.375473	19.883892
ENSMUSG00000001525	Tubb5	380.240804	311.356497	289.909784	391.674918	418.428303	423.388004
ENSMUSG00000001542	Ell2	32.374975	29.958748	21.591974	39.002861	34.434897	30.309885
ENSMUSG00000001552	Jup	115.431653	125.632309	127.502469	134.091033	130.556666	127.352816
ENSMUSG00000001555	Fkbp10	49.296129	35.083404	22.047056	39.861679	59.199534	74.337813
ENSMUSG00000001558	Klhl10	0.04399	0.040663	0.046922	0.382128	0.100676	0.087669
ENSMUSG00000001566	Mnx1	0	0	0	0	0	0
ENSMUSG00000001569	Nom1	37.472127	34.056991	38.269958	37.803445	33.046927	29.191583
ENSMUSG00000001576	Ergic1	86.005066	94.688086	86.046406	102.7509	80.679628	126.51739
ENSMUSG00000001583	Tnk1	40.117893	33.337868	31.712762	39.290087	45.710058	36.55886
ENSMUSG00000001588	Acap1	89.988974	83.230056	67.61219	125.438882	121.179198	129.458451
ENSMUSG00000001604	Tcea3	0.997972	3.398216	1.550131	1.973751	3.9463	0.99224
ENSMUSG00000001622	Csn3	2.465934	12.579307	0.871093	0.57301	65.539651	8.872248
ENSMUSG00000001627	Ifrd1	157.409925	124.564333	127.557573	129.579105	150.421458	163.153731
ENSMUSG00000001630	Stk38l	6.908415	6.574308	4.41861	8.309131	8.022223	8.356443
ENSMUSG00000001632	Brpf1	22.480539	24.887001	16.949076	24.536949	25.854687	23.11602
ENSMUSG00000001642	Akr1b3	83.335613	80.010866	74.148676	74.340872	83.125988	85.554722
ENSMUSG00000001655	Hoxc13	0.176316	0.130464	0.037649	0.949452	0.363331	0.316431
ENSMUSG00000001656	Hoxc11	1.185094	1.298326	0.374542	2.115801	2.109513	2.79918
ENSMUSG00000001657	Hoxc8	0.197297	0.221667	0.400289	0.322573	0.362264	0.573502
ENSMUSG00000001661	Hoxc6	0.755471	1.150787	0.680775	2.060286	1.329007	2.516713
ENSMUSG00000001663	Gstt1	4.168746	3.650696	6.476633	6.383028	3.097728	24.353748
ENSMUSG00000001665	Gstt3	16.643558	20.345656	28.855033	19.962094	11.254982	28.633524
ENSMUSG00000001666	Ddt	43.639706	45.480698	40.511054	59.861039	38.984331	64.481996
ENSMUSG00000001670	Tat	2.457049	1.390559	1.291881	0.994083	0.125941	0.292484
ENSMUSG00000001672	Marveld3	67.017647	94.113764	92.368357	68.235492	70.310667	36.253295
ENSMUSG00000001674	Ddx18	57.411021	59.889609	84.127446	52.760021	73.577461	64.773742
ENSMUSG00000001687	Ubl3	115.472577	113.067426	122.959676	159.2314	104.091645	106.937661
ENSMUSG00000001700	Gramd3	14.379057	13.148415	23.564338	13.643521	19.46008	11.4643
