gene_id	gene_name	SRX22997881	SRX22997882	SRX22997883	SRX22997884	SRX22997885	SRX22997886
ENSG00000002726.21	AOC1	49.661688	226.004841	92.100091	188.086175	71.076505	125.510205
ENSG00000002745.13	WNT16	0	0.045073	0.045337	0.056765	0.04832	0
ENSG00000002746.15	HECW1	0.367591	0.127694	0.03793	0.152787	0.21005	0.152418
ENSG00000002822.16	MAD1L1	8.623011	5.735185	7.4637	4.146509	10.857071	2.682929
ENSG00000002834.19	LASP1	107.480354	115.212379	64.474377	103.96742	92.676493	37.763573
ENSG00000002919.15	SNX11	9.831562	9.274655	4.599696	8.019541	8.848963	6.8197
ENSG00000002933.9	TMEM176A	230.851023	109.751381	158.903845	114.793894	192.540503	108.964573
ENSG00000003056.8	M6PR	85.084294	46.501191	50.973658	56.333063	76.521524	36.794624
ENSG00000003096.15	KLHL13	6.439594	2.124702	4.489214	1.877879	4.433544	1.262356
ENSG00000003137.9	CYP26B1	0.327225	0.2412	0.6242	1.282762	0.599568	0.006441
ENSG00000003147.19	ICA1	52.194297	24.837689	17.851044	23.247402	57.620161	12.79854
ENSG00000003249.15	DBNDD1	10.67983	0.421426	2.195353	0.670858	7.406935	1.204565
ENSG00000003393.16	ALS2	6.656981	3.473171	2.935629	3.18268	10.204175	1.37192
ENSG00000003400.16	CASP10	6.011343	25.39674	6.287914	13.789174	20.753109	5.340266
ENSG00000003402.21	CFLAR	38.914231	32.685945	15.59465	23.654836	45.086532	9.645838
ENSG00000003436.16	TFPI	14.363847	5.804157	4.23559	7.677702	8.288174	3.036538
ENSG00000003509.16	NDUFAF7	16.590775	5.92512	5.632075	5.012151	12.33351	3.626879
ENSG00000003756.17	RBM5	35.328688	43.637734	21.292591	31.218815	96.143132	15.645511
ENSG00000003987.14	MTMR7	0.020757	0.101972	0.082445	0.187347	0.062467	0.095556
ENSG00000003989.18	SLC7A2	0.548653	0.565386	0.236212	0.269832	0.58051	0.175013
ENSG00000004059.11	ARF5	169.927678	93.520905	74.429817	106.791553	133.006698	79.212207
ENSG00000004139.14	SARM1	3.361144	1.956093	1.646342	1.691016	5.053198	0.694691
ENSG00000004142.12	POLDIP2	51.491112	25.160919	23.015578	34.573293	36.456177	22.126708
ENSG00000004399.13	PLXND1	9.91218	6.363735	8.806394	5.813645	41.628793	1.925836
ENSG00000004455.18	AK2	137.037616	103.293733	97.76827	133.699161	133.515625	109.963375
ENSG00000004468.13	CD38	0.330976	8.766115	3.664653	4.088946	8.86569	4.030452
ENSG00000004478.8	FKBP4	39.706492	23.974887	25.838907	30.650881	43.088784	13.192515
ENSG00000004487.18	KDM1A	47.998201	15.191512	24.859317	14.465877	47.259709	11.026058
ENSG00000004534.15	RBM6	38.895961	24.330475	25.399001	13.691548	44.135927	6.546817
ENSG00000004660.15	CAMKK1	2.590681	0.628635	1.918003	1.013606	2.966404	0.260238
ENSG00000004700.16	RECQL	27.843483	10.227055	6.690746	9.580436	12.643029	3.252543
ENSG00000004766.17	VPS50	21.611133	12.603417	6.471915	11.51502	18.12632	8.510196
ENSG00000004776.13	HSPB6	5.968926	2.784449	6.867203	5.082716	2.225547	0.248879
ENSG00000004777.19	ARHGAP33	1.413507	0.777184	1.026595	0.813972	6.551864	0.023754
ENSG00000004779.10	NDUFAB1	124.700682	103.275795	99.133029	134.294605	130.851597	163.564977
ENSG00000004799.8	PDK4	4.728708	28.261821	10.191028	33.333552	12.25157	4.331371
ENSG00000004809.14	SLC22A16	0.256423	0.018767	0.078963	0.049115	0	0.081163
ENSG00000004838.14	ZMYND10	0	0.021155	0.264236	0.08903	0.225664	0.150955
ENSG00000004846.17	ABCB5	0.025137	0.055065	0.064962	0.102124	0.039049	0
ENSG00000004848.8	ARX	0	0.271296	0.049607	0.077619	2.339929	0.163948
ENSG00000004864.14	SLC25A13	22.241064	17.324911	11.639076	20.321986	16.140958	6.621015
ENSG00000004866.22	ST7	14.706439	5.967	8.081393	6.337337	19.035809	5.519776
ENSG00000004897.12	CDC27	28.093755	15.022614	8.729059	12.674566	23.327566	5.902496
ENSG00000004939.16	SLC4A1	0	0.01404	0	0	0	0
ENSG00000004948.16	CALCR	0.028005	0.029613	0.025812	0.012438	0.030221	0.03648
ENSG00000004961.15	HCCS	33.653059	21.050247	21.91332	21.359544	22.794709	18.403998
ENSG00000004975.12	DVL2	10.9966	5.841157	3.628027	4.871833	12.227102	2.036234
ENSG00000005001.10	PRSS22	7.804673	1.114895	2.005326	0.079021	24.507304	2.0233
ENSG00000005007.14	UPF1	27.779399	15.918949	15.576528	14.56527	30.499897	2.35477
ENSG00000005020.13	SKAP2	24.677066	19.225765	9.579109	18.352457	23.453078	5.936737
ENSG00000005022.6	SLC25A5	491.113201	684.296537	508.117789	647.421286	413.275779	748.768925
ENSG00000005059.16	MCUB	8.497702	6.582962	2.047607	3.160901	12.583417	2.91121
ENSG00000005073.6	HOXA11	11.840275	0.712143	2.317668	1.775584	9.073925	0.314609
ENSG00000005075.16	POLR2J	85.914686	49.647291	39.088635	45.643385	52.555743	80.788433
ENSG00000005100.13	DHX33	7.1728	1.967981	2.298826	2.296659	6.907171	0.39832
ENSG00000005102.14	MEOX1	0.40874	0.482754	0.215737	0.742451	0.902753	0.359579
ENSG00000005108.17	THSD7A	0.274109	0.080079	0.198217	0.2997	0.265042	0.026094
ENSG00000005156.12	LIG3	16.717782	4.342548	3.045148	4.307811	15.857959	2.381039
ENSG00000005175.10	RPAP3	23.073073	10.1236	10.78611	7.270092	22.839453	5.8888
ENSG00000005187.12	ACSM3	5.849242	29.669621	11.217132	25.212783	21.536783	27.879269
ENSG00000005189.20	REXO5	3.372697	2.306347	0.575893	0.899567	3.662781	1.062638
ENSG00000005194.15	CIAPIN1	36.062899	14.864701	14.078979	15.408884	29.977399	16.955507
ENSG00000005206.17	SPPL2B	29.51078	20.656509	12.859067	14.649872	40.610591	3.076224
ENSG00000005238.20	ATOSB	8.124189	11.942892	10.257157	23.296306	8.312996	6.609858
ENSG00000005243.10	COPZ2	11.600489	1.572386	3.449546	2.089427	4.499098	2.555896
ENSG00000005249.14	PRKAR2B	1.560284	7.232131	3.36546	5.767112	6.751009	2.086298
ENSG00000005302.19	MSL3	17.1774	10.921707	8.143896	6.323029	17.334454	7.287346
ENSG00000005339.15	CREBBP	9.382499	6.279931	3.614546	6.072706	12.839166	0.534446
ENSG00000005379.17	TSPOAP1	4.246234	1.327164	0.581913	0.953945	3.379578	0.204989
ENSG00000005381.9	MPO	0.277906	0	0.022179	0.021319	0.094019	0
ENSG00000005421.9	PON1	0.122977	0.174946	0.318846	0.151947	4.358229	0.083131
ENSG00000005436.14	GCFC2	13.27741	6.419101	3.273431	6.973538	11.106486	4.199269
ENSG00000005448.17	WDR54	6.935766	2.631874	3.594617	2.018239	8.726494	2.091504
ENSG00000005469.12	CROT	4.693415	5.272472	7.531684	12.447867	2.976948	1.88375
ENSG00000005471.19	ABCB4	0.701546	0.654138	0.528344	0.513887	0.514078	0.173545
ENSG00000005483.23	KMT2E	12.632998	16.221994	8.368173	17.66012	19.546807	2.291942
ENSG00000005486.17	RHBDD2	26.712994	21.85224	19.268583	20.761925	41.20363	20.771883
ENSG00000005513.11	SOX8	0.022163	0.637619	0.116584	0.362408	0.216639	0
ENSG00000005700.15	IBTK	25.290346	14.26342	11.24121	20.302158	24.741222	6.508678
ENSG00000005801.18	ZNF195	21.709979	9.957361	8.801412	8.254815	22.608789	5.968057
ENSG00000005810.20	MYCBP2	19.603404	10.423638	14.961096	6.263492	19.028411	2.69328
ENSG00000005812.11	FBXL3	25.22326	18.926205	15.284125	18.585601	21.47448	10.517656
ENSG00000005844.19	ITGAL	1.767906	5.330587	0.954327	2.531835	7.659262	0.374108
ENSG00000005882.12	PDK2	17.68715	29.110483	19.151067	27.196099	25.645133	22.423652
ENSG00000005884.18	ITGA3	31.357546	42.338135	23.265554	29.967418	18.683118	6.26482
ENSG00000005889.16	ZFX	5.656019	2.847884	3.21905	2.852937	5.731662	0.771014
ENSG00000005893.17	LAMP2	83.319911	41.103682	40.493751	40.327449	51.085207	25.990944
ENSG00000005961.19	ITGA2B	0.041805	0.027433	0.101793	0.025573	0.188869	0
ENSG00000005981.13	ASB4	0.056706	0.16267	0.018699	0.011711	0.028451	0.086385
ENSG00000006007.12	GDE1	54.58963	64.00832	33.273506	61.957556	51.458081	38.40026
ENSG00000006015.18	REX1BD	41.743961	15.867933	23.979149	22.449464	25.877519	16.601759
ENSG00000006016.12	CRLF1	0.065003	0.095684	0.2634	0.107223	0.032659	0
ENSG00000006025.13	OSBPL7	3.629409	16.81069	4.000266	10.506225	10.537718	3.60903
ENSG00000006042.12	TMEM98	83.978853	70.608176	38.883197	54.847468	51.191936	118.270487
ENSG00000006047.13	YBX2	11.609495	6.502523	9.561904	12.528241	10.758503	0.986155
ENSG00000006059.4	KRT33A	0.044961	0	0	0	0	0
ENSG00000006062.18	MAP3K14	3.051772	3.073733	1.878069	2.498208	5.499845	0.753714
ENSG00000006071.16	ABCC8	0	0.502605	0.145135	0.125575	0.07269	0.314909
ENSG00000006116.4	CACNG3	0	0	0	0	0	0
ENSG00000006118.15	TMEM132A	14.654555	0.367131	4.253971	1.20574	9.979066	0.107177
ENSG00000006125.18	AP2B1	78.795377	46.328398	25.456813	49.737349	52.674768	18.128071
ENSG00000006128.12	TAC1	0.171132	0.113002	0.414939	0.390404	3.690598	0.165708
ENSG00000006194.11	ZNF263	13.153183	5.103604	7.061698	5.413348	14.000528	4.141031
ENSG00000006210.7	CX3CL1	3.458783	0.582126	2.136294	1.751698	7.209775	0.13542
ENSG00000006282.22	SPATA20	13.683601	13.543369	11.025087	13.853445	23.050398	12.355636
ENSG00000006283.18	CACNA1G	0.037389	0.005223	0.062032	0.012362	0.010875	0
ENSG00000006327.14	TNFRSF12A	60.767049	4.712573	24.825362	14.792824	25.575544	3.638391
ENSG00000006377.11	DLX6	0.101586	0	0	0.083274	0.385763	0
ENSG00000006432.16	MAP3K9	0.687957	0.701349	0.322153	0.553857	1.83756	0.184237
ENSG00000006451.8	RALA	75.111896	30.687647	21.971075	39.351395	37.767634	18.362443
ENSG00000006453.14	BAIAP2L1	27.758245	27.585204	19.530939	36.587144	33.724683	7.122853
ENSG00000006459.11	KDM7A	13.122806	10.643064	6.61792	10.060509	16.080825	2.405155
ENSG00000006468.15	ETV1	5.191359	1.044837	1.590642	0.811209	12.363944	0.733447
ENSG00000006530.18	AGK	22.290742	5.787657	7.685171	7.692424	15.521199	5.75769
ENSG00000006534.17	ALDH3B1	3.891761	6.06668	8.796163	5.634198	11.115364	2.943596
ENSG00000006555.11	TTC22	4.588807	30.510849	9.472949	18.052425	11.503518	5.681859
ENSG00000006576.17	PHTF2	8.299984	4.757107	2.966376	5.026071	7.052505	0.957322
ENSG00000006606.9	CCL26	0.838995	0.188723	0.188259	0.399048	10.771319	1.277176
ENSG00000006607.14	FARP2	17.001739	20.886575	9.761174	14.791354	23.15631	3.638303
ENSG00000006611.17	USH1C	69.093176	82.038448	40.012984	42.966845	67.492489	62.676172
ENSG00000006625.18	GGCT	285.399437	34.959408	44.895032	41.3186	99.330909	28.470164
ENSG00000006634.8	DBF4	22.145453	6.99143	4.082436	4.78974	18.379585	4.114321
ENSG00000006638.13	TBXA2R	0.281138	0.12225	0.1818	0.170911	0.561117	0.075242
ENSG00000006652.15	IFRD1	36.928001	17.39539	15.778265	17.876672	25.579527	10.488094
ENSG00000006659.13	LGALS14	0.585471	0	0	0	0	0.241138
ENSG00000006695.12	COX10	6.232417	6.62437	5.254795	7.982493	8.27023	4.866331
ENSG00000006704.11	GTF2IRD1	25.618274	1.236348	17.004906	2.839019	11.776937	1.141768
ENSG00000006712.15	PAF1	21.378048	13.818396	12.155269	14.238209	21.226317	7.076607
ENSG00000006715.16	VPS41	43.313704	15.910379	8.77386	14.664905	20.266775	12.499973
ENSG00000006740.18	ARHGAP44	1.675415	10.860153	3.200946	11.036773	4.709769	2.870142
ENSG00000006744.19	ELAC2	23.666238	13.140774	12.051424	14.162529	24.11225	6.454204
ENSG00000006747.15	SCIN	0.635954	51.75865	19.543563	40.36758	20.251126	14.551053
ENSG00000006756.16	ARSD	7.169414	11.54364	10.102672	10.523651	24.965396	4.871849
ENSG00000006757.12	PNPLA4	20.919139	10.054173	9.286628	10.331941	13.241987	15.272944
ENSG00000006788.14	MYH13	0.026775	0	0.058842	0.02213	0.017905	0.00865
ENSG00000006831.10	ADIPOR2	30.065735	30.373072	25.813123	29.838423	31.510806	10.268559
ENSG00000006837.12	CDKL3	0.742686	0.262486	0.297495	0.358691	0.385523	0.569166
ENSG00000007001.13	UPP2	0.06936	0.045892	0	0	0.069883	0
ENSG00000007038.11	PRSS21	0	0.693934	0.267158	0.291638	24.330082	0.053356
ENSG00000007047.16	MARK4	7.256137	1.028831	2.515558	3.837838	3.514902	0.567083
ENSG00000007062.12	PROM1	9.957471	23.787117	56.280615	33.552484	166.927185	8.068189
ENSG00000007080.11	CCDC124	61.523446	23.849651	34.763199	28.204186	39.812668	15.201002
ENSG00000007129.18	CEACAM21	0.725485	1.42172	0.557334	1.614301	3.073565	0.582443
ENSG00000007168.14	PAFAH1B1	30.151027	26.069203	18.737007	25.50805	33.444899	9.032983
ENSG00000007171.19	NOS2	0.520605	5.404382	18.822894	1.131824	51.750025	1.433673
ENSG00000007174.18	DNAH9	0.056279	0.26722	0.012736	0.036	0.087532	0.016857
ENSG00000007202.16	BLTP2	36.580375	19.471749	13.883455	16.952455	31.335017	12.814002
ENSG00000007216.16	SLC13A2	1.004247	16.794533	3.331146	7.342479	2.587413	12.94305
ENSG00000007237.19	GAS7	1.906224	1.842204	1.115077	2.077319	2.062314	0.874375
ENSG00000007255.10	TRAPPC6A	51.820852	18.354049	17.714361	19.476276	39.91409	25.503948
ENSG00000007264.15	MATK	0.424204	1.727739	0.548665	1.393352	0.958642	0.38531
ENSG00000007306.15	CEACAM7	33.830752	2178.075331	724.062116	1907.669102	271.856982	1731.859624
ENSG00000007312.14	CD79B	1.951529	32.584878	3.450355	6.881509	9.1314	2.994078
ENSG00000007314.12	SCN4A	0.00672	0.030791	0.00443	0	0.006739	0.006513
ENSG00000007341.19	ST7L	11.522274	5.865115	7.589195	5.621797	10.916751	4.663972
ENSG00000007350.18	TKTL1	0.087157	0.057202	0	0.017988	0.065631	0.042226
ENSG00000007372.25	PAX6	0.053624	0.44411	1.382999	0.152728	0.535089	0.252578
ENSG00000007376.8	RPUSD1	10.831685	6.342215	8.095844	7.653106	12.472597	5.988601
ENSG00000007384.15	RHBDF1	15.819603	10.737697	6.67763	8.053041	16.823027	4.998012
ENSG00000007392.17	LUC7L	29.135896	18.078523	29.678837	14.696078	43.819802	5.17056
ENSG00000007402.12	CACNA2D2	0.377044	0.224272	0.477192	0.508576	5.429257	0.147423
ENSG00000007516.15	BAIAP3	0.44938	1.477637	0.334431	1.288213	1.997516	0.634323
ENSG00000007520.4	TSR3	36.222972	23.163122	22.715847	25.418902	36.722054	32.12832
ENSG00000007541.17	PIGQ	13.307303	7.567777	8.026484	7.021773	21.417275	3.048856
ENSG00000007545.16	CRAMP1	3.517908	1.860752	1.176598	1.187681	7.988266	0.213925
ENSG00000007866.22	TEAD3	18.504241	9.000828	6.367464	7.864336	17.852387	2.325457
ENSG00000007908.16	SELE	2.898806	0.190339	0.164164	0.039427	0.399195	0.015419
ENSG00000007923.17	DNAJC11	17.254124	20.283029	12.768805	21.781104	26.385013	10.961324
ENSG00000007933.13	FMO3	0.297631	0.053322	0.321458	0.3349	1.413209	0.026215
ENSG00000007944.15	MYLIP	13.158922	5.847132	4.319262	5.771749	12.567228	3.914639
ENSG00000007952.18	NOX1	162.63759	50.439157	36.354199	44.738855	81.729494	39.538519
ENSG00000007968.7	E2F2	1.203749	3.101976	1.2107	1.812551	3.496406	0.435017
ENSG00000008018.9	PSMB1	442.655428	139.891666	135.752153	135.920601	208.200481	156.625271
ENSG00000008056.14	SYN1	1.453602	0.111858	0.535033	0.183141	0.396246	0.016529
ENSG00000008083.14	JARID2	7.604108	1.9739	3.001734	2.253738	5.380345	0.396244
ENSG00000008086.13	CDKL5	1.392671	0.394113	0.40406	0.341028	1.350896	0.23609
ENSG00000008118.10	CAMK1G	0.290912	0.044065	0.014766	0	0.112345	0.010841
ENSG00000008128.23	CDK11A	16.097309	20.848936	13.613436	15.496287	51.679907	6.214095
ENSG00000008130.15	NADK	26.126142	37.81075	18.924853	26.975448	47.588988	13.494517
ENSG00000008196.13	TFAP2B	0	0	0	0	0	0
ENSG00000008197.5	TFAP2D	0	0	0	0	0	0
ENSG00000008226.20	DLEC1	0.134937	0.193049	0.145474	0.269165	0.786754	0.059078
ENSG00000008256.17	CYTH3	5.938229	3.988551	2.069291	2.484931	3.516375	1.353375
ENSG00000008277.15	ADAM22	1.398708	0.342311	0.598917	0.542994	0.345202	0.097695
ENSG00000008282.10	SYPL1	107.616484	55.562887	42.822727	57.52365	117.600789	45.015599
ENSG00000008283.16	CYB561	29.985095	19.854198	16.203476	20.314975	40.773192	9.826864
ENSG00000008294.22	SPAG9	29.168584	14.566174	12.631638	22.638379	17.945844	3.985872
ENSG00000008300.17	CELSR3	3.981596	0.170478	0.418649	0.357506	4.588813	0.157694
ENSG00000008311.16	AASS	2.67596	1.118628	1.568604	0.879261	4.070996	0.275999
ENSG00000008323.16	PLEKHG6	23.473995	39.105989	21.944683	29.497949	11.85085	8.266973
ENSG00000008324.12	SS18L2	30.690452	15.299432	14.978812	12.598253	21.352561	22.507493
ENSG00000008382.16	MPND	13.983233	22.473432	12.803571	18.195896	14.954042	14.491377
ENSG00000008394.13	MGST1	64.912672	194.80978	186.997653	252.57096	196.185439	150.202511
ENSG00000008405.12	CRY1	10.098574	6.755905	4.955727	5.436371	12.203463	2.700664
ENSG00000008438.5	PGLYRP1	0.093798	0	0.248707	0.153882	0.473391	0.090763
ENSG00000008441.19	NFIX	25.991685	6.189823	8.825873	8.040708	18.649131	0.867628
ENSG00000008513.17	ST3GAL1	2.318799	1.468463	1.754612	1.435388	6.18191	0.340978
ENSG00000008516.18	MMP25	1.093511	1.570363	0.424267	1.059919	2.8963	0.099178
ENSG00000008517.19	IL32	336.159007	413.926114	188.913232	344.839901	202.161087	226.120219
ENSG00000008710.20	PKD1	8.552913	5.779038	4.838975	5.493677	21.36053	0.686658
ENSG00000008735.14	MAPK8IP2	0.29674	0.182188	0.079479	0.183938	0.251143	0.071899
ENSG00000008838.21	MED24	33.305761	16.907912	16.042361	12.45123	27.956696	4.174125
ENSG00000008853.18	RHOBTB2	2.478356	1.393422	1.179366	0.74947	2.626199	0.215037
ENSG00000008869.12	HEATR5B	9.235605	7.291277	3.298178	7.115348	10.898258	2.508676
ENSG00000008952.17	SEC62	62.665915	44.091656	27.682613	53.604125	59.949474	38.196322
ENSG00000008988.11	RPS20	2283.228938	1167.838849	1586.732639	1287.020999	1640.5873	2144.859923
ENSG00000009307.17	CSDE1	186.685113	147.536084	114.843609	154.248256	229.08884	114.221553
ENSG00000009335.19	UBE3C	27.817732	11.755428	9.546322	15.688809	23.533024	4.063686
ENSG00000009413.17	REV3L	5.713907	4.676477	2.872758	4.220082	6.458642	2.0954
ENSG00000009694.14	TENM1	0.032321	0.063444	0.01864	0.016703	0.048611	0.005874
ENSG00000009709.12	PAX7	0	0	0	0	0.034051	0
ENSG00000009724.18	MASP2	0	0	0	0	0	0
ENSG00000009765.15	IYD	17.951353	7.725062	9.709984	10.247891	9.925452	7.040342
ENSG00000009780.16	FAM76A	4.126537	4.035553	3.041775	2.650381	10.287121	1.760224
ENSG00000009790.15	TRAF3IP3	1.659063	6.974334	3.017113	5.278603	11.388853	2.61875
ENSG00000009830.13	POMT2	4.360218	3.350456	2.513387	2.960402	9.368517	1.542491
ENSG00000009844.16	VTA1	65.685193	37.098149	25.562071	41.392755	38.066123	36.385701
ENSG00000009950.16	MLXIPL	13.229595	1.288848	8.518924	0.770467	27.827423	0.102335
ENSG00000009954.11	BAZ1B	23.146005	8.774107	6.914878	8.570047	18.400829	1.769923
ENSG00000010017.13	RANBP9	23.204873	10.863711	8.758732	9.055273	25.240075	3.559522
ENSG00000010030.14	ETV7	7.827845	16.780575	4.452321	4.654294	7.640262	1.521451
ENSG00000010072.16	SPRTN	8.56381	3.826224	1.920175	4.145314	7.749047	2.053607
ENSG00000010165.20	METTL13	19.72769	7.626142	10.069682	7.483133	16.755018	5.325922
ENSG00000010219.14	DYRK4	29.790367	26.562375	30.273634	19.921092	79.202419	28.523986
ENSG00000010244.19	ZNF207	109.9425	70.776398	47.64857	62.456864	98.885522	50.60184
ENSG00000010256.11	UQCRC1	106.645081	218.683795	130.667346	233.816855	173.608755	261.863346
ENSG00000010270.14	STARD3NL	58.503026	17.586594	15.335038	19.677329	20.582669	23.871174
ENSG00000010278.15	CD9	480.217622	433.599024	484.653385	493.216784	361.215606	353.062813
ENSG00000010282.15	HHATL	0	0	0	0.050571	0	0.045883
ENSG00000010292.13	NCAPD2	33.643602	14.050973	11.47371	8.333369	37.064405	3.27538
ENSG00000010295.20	IFFO1	2.900405	1.605869	1.387395	1.500193	5.650918	0.502276
ENSG00000010310.9	GIPR	0.719901	2.851638	0.576096	1.043238	3.179096	0.210451
ENSG00000010318.22	PHF7	4.794617	5.314437	2.300054	4.02719	7.343426	2.879291
ENSG00000010319.7	SEMA3G	0.628237	0.522227	0.357451	1.010191	0.906398	0.124436
ENSG00000010322.16	NISCH	12.722322	11.38359	6.31308	7.564532	28.090803	3.172881
ENSG00000010327.10	STAB1	6.27065	12.990287	7.675868	15.494951	17.106618	5.329121
ENSG00000010361.14	FUZ	8.278651	1.384982	2.771987	2.457707	8.315103	0.997096
ENSG00000010379.16	SLC6A13	0.054618	0	0.037897	0	0.129152	0
ENSG00000010404.18	IDS	12.988531	16.352727	12.034481	15.304941	16.674837	8.442594
ENSG00000010438.17	PRSS3	102.082175	188.27496	86.157935	143.445081	79.168505	218.208274
ENSG00000010539.12	ZNF200	11.762192	2.615457	2.596085	2.125919	8.962715	1.2769
ENSG00000010610.10	CD4	4.534863	9.747009	5.328203	11.117088	22.041375	4.314916
ENSG00000010626.15	LRRC23	8.534909	2.675352	1.631324	1.801537	5.817108	2.969656
ENSG00000010671.18	BTK	1.592379	7.071396	2.139366	3.396541	5.263304	2.217952
ENSG00000010704.19	HFE	6.151327	4.439617	2.224062	2.914406	5.723624	1.85663
ENSG00000010803.17	SCMH1	11.849698	5.489652	6.31003	9.879668	19.13223	3.206961
ENSG00000010810.18	FYN	9.554542	8.444083	6.659583	6.647629	26.824302	2.795682
ENSG00000010818.11	HIVEP2	5.878539	2.244309	2.322805	2.992731	5.109936	0.710486
ENSG00000010932.17	FMO1	0.362436	0.208551	0.128818	0.046007	0.216754	0.104962
ENSG00000011007.13	ELOA	8.336636	7.697799	4.547508	7.751931	14.866232	3.230239
ENSG00000011009.11	LYPLA2	49.965595	53.929766	38.642995	56.403096	65.501309	45.285405
ENSG00000011021.23	CLCN6	2.313941	2.314032	1.172161	1.542074	5.082206	0.635628
ENSG00000011028.14	MRC2	15.590589	1.315748	5.000919	2.467044	6.39982	0.519557
ENSG00000011052.21	NME1-NME2	4.609275	1.805808	1.625146	2.199283	7.687601	3.690498
ENSG00000011083.9	SLC6A7	0.35585	2.143414	0.54762	0.970148	1.356702	0.430763
ENSG00000011105.14	TSPAN9	7.314073	1.684297	2.863121	3.025596	5.635394	0.654197
ENSG00000011114.15	BTBD7	5.448408	6.62294	4.380029	6.680797	9.562466	2.161613
ENSG00000011132.12	APBA3	10.578377	4.019983	4.179411	4.060386	12.593317	2.9764
ENSG00000011143.19	MKS1	9.492578	3.333678	2.759299	3.013418	12.268174	2.041786
ENSG00000011198.10	ABHD5	8.97298	17.761611	11.483411	20.128058	12.77678	12.926852
ENSG00000011201.12	ANOS1	4.474785	0.104691	1.341177	0.104329	0.916195	0.053012
ENSG00000011243.19	AKAP8L	22.198118	8.075743	10.498336	8.349195	21.259491	3.903155
ENSG00000011258.16	MBTD1	10.611047	4.533977	3.593851	3.391689	7.695097	1.78527
ENSG00000011260.14	UTP18	45.203946	10.886624	15.070293	13.906803	21.942938	10.437514
ENSG00000011275.19	RNF216	8.690613	2.647639	2.772436	3.56308	8.083951	0.902037
ENSG00000011295.16	TTC19	24.557007	18.148272	21.542023	29.970533	25.478678	11.101685
ENSG00000011304.22	PTBP1	127.532549	55.692841	58.499642	57.915054	121.412012	14.951769
ENSG00000011332.22	DPF1	1.006959	0.189748	0.02412	0	0.340007	0
ENSG00000011347.10	SYT7	9.675498	3.854597	3.16874	3.015303	14.272414	0.958066
ENSG00000011376.12	LARS2	9.327073	5.477757	6.006352	7.184598	9.963448	1.948539
ENSG00000011405.14	PIK3C2A	13.333006	6.475701	5.360317	7.846482	13.052041	1.690632
ENSG00000011422.12	PLAUR	109.559673	53.198357	52.632322	68.942642	32.976721	15.775449
ENSG00000011426.11	ANLN	57.979142	4.458882	5.284176	3.420948	24.533329	0.863395
ENSG00000011451.21	WIZ	12.545883	3.685105	6.313716	4.749453	11.204731	1.089632
ENSG00000011454.18	RABGAP1	19.853935	12.879282	6.739531	9.370429	19.496108	3.64037
ENSG00000011465.18	DCN	505.029465	235.616766	135.871002	256.829084	95.649319	107.080243
